Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,AI Judgment,AI Judgment Reasoning,AI Confidence,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Review Status,Needs Human Review,Review Reason
vendor_only,CVE-2012-5301,2012-10-04,"The default configuration of Cerberus FTP Server before 5.0.4.0 supports the DES cipher for SSH sessions, which makes it easier for remote attackers to obtain sensitive information by sniffing the network and performing a brute-force attack on the encrypted data.",5.0,2.0,CWE-310,cpe:2.3:a:cerberusftp:ftp_server:*:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.0:-:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.01:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.02:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.03:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.05:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.6:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.22:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.71:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:beta1:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:beta2:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:beta3:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:beta4:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.01:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.02:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.02:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.2:beta1:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.2:beta2:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.2:beta3:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.4:beta1:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.4:beta2:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.4:beta3:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.11:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.11:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.11:beta2:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.15:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.15:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.16:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.21:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.22:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.23:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.31:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.32:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.41:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.42:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.43:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.44:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.45:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.46:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.47:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.48:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.49:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.50:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.7.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.8:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.0.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.0.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.0.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.3.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0.8:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0.9:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0.11:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.1.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.2.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.3.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.3.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.3.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.3.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.4.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.4.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.4.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.4.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.5.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.5.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.5.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.5.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.7.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.7.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.7.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.7.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.8.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.8.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.8.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.8:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.10.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.11.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.1.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.1.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.1.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.2.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.3.0:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2012-4006,2012-08-17,"The GREE application before 1.4.0, GREE Tanken Dorirando application before 1.0.7, GREE Tsurisuta application before 1.5.0, GREE Monpura application before 1.1.1, GREE Kaizokuoukoku Columbus application before 1.3.5, GREE haconiwa application before 1.1.0, GREE Seisen Cerberus application before 1.1.0, and KDDI&GREE GREE Market application before 2.1.2 for Android do not properly implement the WebView class, which allows remote attackers to obtain sensitive information via a crafted application.",4.3,2.0,CWE-200,cpe:2.3:a:gree:gree:*:*:*:*:*:*:*:*|cpe:2.3:a:gree:haconiwa:*:*:*:*:*:*:*:*|cpe:2.3:a:gree:kaizokuoukoku_columbus:*:*:*:*:*:*:*:*|cpe:2.3:a:gree:monpura:*:*:*:*:*:*:*:*|cpe:2.3:a:gree:seisen_cerberus:*:*:*:*:*:*:*:*|cpe:2.3:a:gree:tanken_dorirando:*:*:*:*:*:*:*:*|cpe:2.3:a:gree:tsurisuta:*:*:*:*:*:*:*:*|cpe:2.3:a:kddi_\&_gree:gree_market:*:*:*:*:*:*:*:*|cpe:2.3:o:google:android:*:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2015-2867,2017-01-06,A design flaw in the Trane ComfortLink II SCC firmware version 2.0.2 service allows remote attackers to take complete control of the system.,9.8,3.0,CWE-798,cpe:2.3:o:trane:comfortlink_ii_firmware:2.0.2:*:*:*:*:*:*:*,Yes,,High,Yes,High,Trane ComfortLink II is a consumer smart thermostat / home-comfort controller; remote full takeover of it is in scope.,No,High,,Yes,High,,complete,Yes,judgments not unanimous
vendor_only,CVE-2015-2868,2017-01-06,"An exploitable remote code execution vulnerability exists in the Trane ComfortLink II firmware version 2.0.2 in DSS service. An attacker who can connect to the DSS service on the Trane ComfortLink II device can send an overly long REG request that can overflow a fixed size stack buffer, resulting in arbitrary code execution.",9.8,3.0,CWE-119,cpe:2.3:o:trane:comfortlink_ii_firmware:2.0.2:*:*:*:*:*:*:*,Yes,,High,Yes,High,Trane ComfortLink II is a consumer smart thermostat; RCE via a stack overflow in its DSS service is in scope.,No,High,,Yes,High,,complete,Yes,judgments not unanimous
vendor_only,CVE-2017-6880,2017-03-17,Buffer overflow in Cerberus FTP Server 8.0.10.3 allows remote attackers to cause a denial of service (daemon crash) or possibly have unspecified other impact via a long MLST command.,9.8,3.0,CWE-119,cpe:2.3:a:cerberus:cerberus_ftp_server:8.0.10.3:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2017-6367,2017-03-14,"In Cerberus FTP Server 8.0.10.1, a crafted HTTP request causes the Windows service to crash. The attack methodology involves a long Host header and an invalid Content-Length header.",7.5,3.0,CWE-20,cpe:2.3:a:cerberusftp:ftp_server:8.0.10.1:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2019-25046,2021-06-10,The Web Client in Cerberus FTP Server Enterprise before 10.0.19 and 11.x before 11.0.4 allows XSS via an SVG document.,6.1,3.1,CWE-79,cpe:2.3:a:cerberusftp:ftp_server:*:*:*:*:enterprise:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2019-13466,2019-09-30,Western Digital SSD Dashboard before 2.5.1.0 and SanDisk SSD Dashboard before 2.5.1.0 have Incorrect Access Control. The “generate reports” archive is protected with a hard-coded password. An application update that addresses the protection of archive encryption is available.,7.5,3.1,CWE-798,cpe:2.3:a:sandisk:ssd_dashboard:*:*:*:*:*:*:*:*|cpe:2.3:a:westerndigital:ssd_dashboard:*:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2020-5194,2020-01-14,The zip API endpoint in Cerberus FTP Server 8 allows an authenticated attacker without zip permission to use the zip functionality via an unrestricted API endpoint. Improper permission verification occurs when calling the file/ajax_download_zip/zip_name endpoint. The result is that a user without permissions can zip and download files even if they do not have permission to view whether the file exists.,5.4,3.1,CWE-639,cpe:2.3:a:cerberusftp:ftp_server:8.0:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2020-5196,2020-01-14,"Cerberus FTP Server Enterprise Edition prior to versions 11.0.3 and 10.0.18 allows an authenticated attacker to create files, display hidden files, list directories, and list files without the permission to zip and download (or unzip and upload) files. There are multiple ways to bypass certain permissions by utilizing the zip and unzip features. As a result, users without permission can see files, folders, and hidden files, and can create directories without permission.",8.1,3.1,CWE-276,cpe:2.3:a:cerberusftp:ftp_server:*:*:*:*:enterprise:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2020-5195,2020-01-13,Reflected XSS through an IMG element in Cerberus FTP Server prior to versions 11.0.1 and 10.0.17 allows a remote attacker to execute arbitrary JavaScript or HTML via a crafted public folder URL. This occurs because of the folder_up.png IMG element not properly sanitizing user-inserted directory paths. The path modification must be done on a publicly shared folder for a remote attacker to insert arbitrary JavaScript or HTML. The vulnerability impacts anyone who clicks the malicious link crafted by the attacker.,6.1,3.1,CWE-79,cpe:2.3:a:cerberusftp:ftp_server:*:*:*:*:enterprise:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
