cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,seed_cpe,Discovery Method
CVE-2018-3927,2018-08-27,"An exploitable information disclosure vulnerability exists in the crash handler of the hubCore binary of the Samsung SmartThings Hub STH-ETH-250 - Firmware version 0.20.17. When hubCore crashes, Google Breakpad is used to record minidumps, which are sent over an insecure HTTPS connection to the backtrace.io service, leading to the exposure of sensitive data. An attacker can impersonate the remote backtrace.io server in order to trigger this vulnerability.",5.9,3.0,CWE-295,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,samsung:sth-eth-250|samsung:sth-eth-250_firmware,cpe_expansion
CVE-2018-8072,2018-04-26,"An issue was discovered on EDIMAX IC-3140W through 3.06, IC-5150W through 3.09, and IC-6220DC through 3.06 devices. The ipcam_cgi binary contains a stack-based buffer overflow that is possible to trigger from a remote unauthenticated /camera-cgi/public/getsysyeminfo.cgi?action=VALUE_HERE HTTP request: if the VALUE_HERE length is more than 0x400 (1024), it is possible to overwrite other values located on the stack due to an incorrect use of the strcpy() function.",8.8,3.0,CWE-787,cpe:2.3:o:edimax:ic-3140w_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:edimax:ic-3140w:-:*:*:*:*:*:*:*|cpe:2.3:o:edimax:ic-5150w_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:edimax:ic-5150w:-:*:*:*:*:*:*:*|cpe:2.3:o:edimax:ic-6220dc_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:edimax:ic-6220dc:-:*:*:*:*:*:*:*,edimax:ic-3140w|edimax:ic-3140w_firmware,cpe_expansion
CVE-2019-13598,2019-07-14,"LuaUPnP in Vera Edge Home Controller 1.7.4452 allows remote unauthenticated users to execute arbitrary OS commands via the code parameter to /port_3480/data_request because the ""No unsafe lua allowed"" code block is skipped.",9.8,3.0,CWE-78,cpe:2.3:o:getvera:vera_edge_firmware:1.7.4452:*:*:*:*:*:*:*|cpe:2.3:h:getvera:vera_edge:-:*:*:*:*:*:*:*,getvera:vera_edge|getvera:vera_edge_firmware,cpe_expansion
CVE-2019-15498,2019-08-23,cgi-bin/cmh/webcam.sh in Vera Edge Home Controller 1.7.4452 allows remote unauthenticated users to execute arbitrary OS commands via --output argument injection in the username parameter to /cgi-bin/cmh/webcam.sh.,8.8,3.0,CWE-88,cpe:2.3:o:getvera:vera_edge_firmware:1.7.4452:*:*:*:*:*:*:*|cpe:2.3:h:getvera:vera_edge:-:*:*:*:*:*:*:*,getvera:vera_edge|getvera:vera_edge_firmware,cpe_expansion
CVE-2020-10231,2020-04-01,"TP-Link NC200 through 2.1.8_Build_171109, NC210 through 1.0.9_Build_171214, NC220 through 1.3.0_Build_180105, NC230 through 1.3.0_Build_171205, NC250 through 1.3.0_Build_171205, NC260 through 1.5.1_Build_190805, and NC450 through 1.5.0_Build_181022 devices allow a remote NULL Pointer Dereference.",7.5,3.1,CWE-476,cpe:2.3:o:tp-link:nc450_firmware:1.1.1:160928:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.1.2:161013:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.1.6:161124:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.5.0:181022:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc450:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.0.5:160804:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.0.6:161114:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.5.1:190805:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc260:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc250_firmware:1.3.0:171205:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc250:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc230_firmware:1.3.0:171205:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc230:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc220_firmware:1.1.12:160321_a:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc220_firmware:1.1.12:160321_b:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc220_firmware:1.1.14:161219:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc220_firmware:1.2.0:170516:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc220_firmware:1.3.0:180105:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc220:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc210_firmware:1.0.9:171214:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc210:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc200_firmware:2.1.6:160108_a:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc200_firmware:2.1.6:160108_b:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc200_firmware:2.1.7:160315_a:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc200_firmware:2.1.7:160315_b:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc200_firmware:2.1.8:171109:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc200:-:*:*:*:*:*:*:*,tp-link:nc200|tp-link:nc200_firmware|tp-link:nc210|tp-link:nc210_firmware|tp-link:nc220|tp-link:nc220_firmware|tp-link:nc230|tp-link:nc230_firmware|tp-link:nc250|tp-link:nc250_firmware|tp-link:nc260|tp-link:nc260_firmware|tp-link:nc450|tp-link:nc450_firmware,cpe_expansion
CVE-2020-12109,2020-05-04,"Certain TP-Link devices allow Command Injection. This affects NC200 2.1.9 build 200225, NC210 1.0.9 build 200304, NC220 1.3.0 build 200304, NC230 1.3.0 build 200304, NC250 1.3.0 build 200304, NC260 1.5.2 build 200304, and NC450 1.5.3 build 200304.",8.8,3.1,CWE-78,cpe:2.3:o:tp-link:nc200_firmware:2.1.6:160108_b:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc200_firmware:2.1.9:200225:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc200:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc210_firmware:1.0.3:160229:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc210_firmware:1.0.4:160412:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc210_firmware:1.0.9:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc210:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc220_firmware:1.2.0:170516:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc220_firmware:1.3.0:180105:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc220_firmware:1.3.0:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc220:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc230_firmware:1.0.3:160108:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc230_firmware:1.2.1:170515:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc230_firmware:1.3.0:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc230:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc250_firmware:1.0.8:160108:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc250_firmware:1.0.10:160321:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc250_firmware:1.2.1:170515:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc250_firmware:1.3.0:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc250:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.0.5:160804:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.0.6:161114:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.4.1:180720:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.5.0:181123:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.5.2:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc260:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.0.15:160920:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.1.2:161013:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.3.4:171130:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.5.3:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc450:-:*:*:*:*:*:*:*,tp-link:nc200|tp-link:nc200_firmware|tp-link:nc210|tp-link:nc210_firmware|tp-link:nc220|tp-link:nc220_firmware|tp-link:nc230|tp-link:nc230_firmware|tp-link:nc250|tp-link:nc250_firmware|tp-link:nc260|tp-link:nc260_firmware|tp-link:nc450|tp-link:nc450_firmware,cpe_expansion
CVE-2020-12110,2020-05-04,"Certain TP-Link devices have a Hardcoded Encryption Key. This affects NC200 2.1.9 build 200225, N210 1.0.9 build 200304, NC220 1.3.0 build 200304, NC230 1.3.0 build 200304, NC250 1.3.0 build 200304, NC260 1.5.2 build 200304, and NC450 1.5.3 build 200304.",9.8,3.1,CWE-798,cpe:2.3:o:tp-link:nc200_firmware:2.1.6:160108_b:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc200_firmware:2.1.9:200225:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc200:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc210_firmware:1.0.3:160229:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc210_firmware:1.0.4:160412:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc210_firmware:1.0.9:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc210:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc220_firmware:1.2.0:170516:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc220_firmware:1.3.0:180105:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc220_firmware:1.3.0:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc220:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc230_firmware:1.0.3:160108:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc230_firmware:1.2.1:170515:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc230_firmware:1.3.0:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc230:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc250_firmware:1.0.8:160108:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc250_firmware:1.0.10:160321:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc250_firmware:1.2.1:170515:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc250_firmware:1.3.0:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc250:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.0.5:160804:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.0.6:161114:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.4.1:180720:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.5.0:181123:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.5.2:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc260:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.0.15:160920:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.1.2:161013:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.3.4:171130:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.5.3:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc450:-:*:*:*:*:*:*:*,tp-link:nc200|tp-link:nc200_firmware|tp-link:nc210|tp-link:nc210_firmware|tp-link:nc220|tp-link:nc220_firmware|tp-link:nc230|tp-link:nc230_firmware|tp-link:nc250|tp-link:nc250_firmware|tp-link:nc260|tp-link:nc260_firmware|tp-link:nc450|tp-link:nc450_firmware,cpe_expansion
CVE-2020-12111,2020-05-04,Certain TP-Link devices allow Command Injection. This affects NC260 1.5.2 build 200304 and NC450 1.5.3 build 200304.,8.8,3.1,CWE-78,cpe:2.3:o:tp-link:nc260_firmware:1.0.5:160804:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.0.6:161114:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.4.1:180720:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.5.0:181123:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:1.5.2:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc260:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.0.15:160920:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.1.2:161013:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.3.4:171130:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:1.5.3:200304:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc450:-:*:*:*:*:*:*:*,tp-link:nc260|tp-link:nc260_firmware|tp-link:nc450|tp-link:nc450_firmware,cpe_expansion
CVE-2020-13224,2020-06-17,"TP-LINK NC200 devices through 2.1.10 build 200401, NC210 devices through 1.0.10 build 200401, NC220 devices through 1.3.1 build 200401, NC230 devices through 1.3.1 build 200401, NC250 devices through 1.3.1 build 200401, NC260 devices through 1.5.3 build_200401, and NC450 devices through 1.5.4 build 200401 have a Buffer Overflow",8.8,3.1,CWE-120,cpe:2.3:o:tp-link:nc200_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc200:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc210_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc210:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc220_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc220:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc230_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc230:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc250_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc250:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc260_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc260:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:nc450_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:nc450:-:*:*:*:*:*:*:*,tp-link:nc200|tp-link:nc200_firmware|tp-link:nc210|tp-link:nc210_firmware|tp-link:nc220|tp-link:nc220_firmware|tp-link:nc230|tp-link:nc230_firmware|tp-link:nc250|tp-link:nc250_firmware|tp-link:nc260|tp-link:nc260_firmware|tp-link:nc450|tp-link:nc450_firmware,cpe_expansion
CVE-2020-2501,2021-02-17,"A stack-based buffer overflow vulnerability has been reported to affect QNAP NAS devices running Surveillance Station. If exploited, this vulnerability allows attackers to execute arbitrary code. QNAP have already fixed this vulnerability in the following versions: Surveillance Station 5.1.5.4.3 (and later) for ARM CPU NAS (64bit OS) and x86 CPU NAS (64bit OS) Surveillance Station 5.1.5.3.3 (and later) for ARM CPU NAS (32bit OS) and x86 CPU NAS (32bit OS)",9.8,3.1,CWE-121|CWE-787,cpe:2.3:a:qnap:surveillance_station:*:*:*:*:*:*:*:*|cpe:2.3:h:qnap:nas:-:*:*:*:*:*:*:*,qnap:nas,cpe_expansion
CVE-2020-26762,2020-12-01,"A stack-based buffer-overflow exists in Edimax IP-Camera IC-3116W (v3.06) and IC-3140W (v3.07), which allows an unauthenticated, unauthorized attacker to perform remote-code-execution due to a crafted GET-Request. The overflow occurs in binary ipcam_cgi due to a missing type check in function doGetSysteminfo(). This has been fixed in version: IC-3116W v3.08.",9.8,3.1,CWE-787,cpe:2.3:o:edimax:ic-3116w_firmware:3.06:*:*:*:*:*:*:*|cpe:2.3:h:edimax:ic-3116w:-:*:*:*:*:*:*:*|cpe:2.3:o:edimax:ic-3140w_firmware:3.07:*:*:*:*:*:*:*|cpe:2.3:h:edimax:ic-3140w:-:*:*:*:*:*:*:*,edimax:ic-3140w|edimax:ic-3140w_firmware,cpe_expansion
CVE-2021-28797,2021-04-14,"A stack-based buffer overflow vulnerability has been reported to affect QNAP NAS devices running Surveillance Station. If exploited, this vulnerability allows attackers to execute arbitrary code. QNAP have already fixed this vulnerability in the following versions: Surveillance Station 5.1.5.4.3 (and later) for ARM CPU NAS (64bit OS) and x86 CPU NAS (64bit OS) Surveillance Station 5.1.5.3.3 (and later) for ARM CPU NAS (32bit OS) and x86 CPU NAS (32bit OS)",9.8,3.1,CWE-121|CWE-787,cpe:2.3:a:qnap:surveillance_station:*:*:*:*:*:*:*:*|cpe:2.3:h:qnap:nas:-:*:*:*:*:*:*:*,qnap:nas,cpe_expansion
CVE-2021-30168,2021-04-28,The sensitive information of webcam device is not properly protected. Remote attackers can unauthentically grant administrator’s credential and further control the devices.,9.8,3.1,CWE-200|CWE-522,cpe:2.3:o:meritlilin:p2r8852e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r8852e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r8852e4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r8852e4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6852e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6852e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6852e4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6852e4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6552e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6552e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6552e4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6552e4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6352ae2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6352ae2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6352ae4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6352ae4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r3052ae2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r3052ae2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2g1052_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2g1052:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r8822e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r8822e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r8822e4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r8822e4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6822e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6822e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6822e4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6822e4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6522e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6522e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6522e4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6522e4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6322ae2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6322ae2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r6322ae4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r6322ae4:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2r3022ae2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2r3022ae2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2g1022_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2g1022:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p2g1022x_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p2g1022x:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8852ax_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8852ax:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8152x-p_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8152x-p:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8152x2-p_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8152x2-p:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8052ex25_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8052ex25:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r6552x_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r6552x:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r6452ax_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r6452ax:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r6452ax-p_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r6452ax-p:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8822ax_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8822ax:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8122x-p_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8122x-p:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8122x2-p_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8122x2-p:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r8022ex25_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r8022ex25:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r6522x_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r6522x:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r6422ax_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r6422ax:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z2r6422ax-p_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z2r6422ax-p:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p3r6322e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p3r6322e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p3r6522e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p3r6522e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:p3r8822e2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:p3r8822e2:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z3r6422x3_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z3r6422x3:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z3r6522x_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z3r6522x:-:*:*:*:*:*:*:*|cpe:2.3:o:meritlilin:z3r8922x3_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meritlilin:z3r8922x3:-:*:*:*:*:*:*:*,meritlilin:p2g1022|meritlilin:p2g1022_firmware|meritlilin:p2g1022x|meritlilin:p2g1022x_firmware|meritlilin:p2g1052|meritlilin:p2g1052_firmware|meritlilin:p2r3022ae2|meritlilin:p2r3022ae2_firmware|meritlilin:p2r3052ae2|meritlilin:p2r3052ae2_firmware|meritlilin:p2r6322ae2|meritlilin:p2r6322ae2_firmware|meritlilin:p2r6322ae4|meritlilin:p2r6322ae4_firmware|meritlilin:p2r6352ae2|meritlilin:p2r6352ae2_firmware|meritlilin:p2r6352ae4|meritlilin:p2r6352ae4_firmware|meritlilin:p2r6522e2|meritlilin:p2r6522e2_firmware|meritlilin:p2r6522e4|meritlilin:p2r6522e4_firmware|meritlilin:p2r6552e2|meritlilin:p2r6552e2_firmware|meritlilin:p2r6552e4|meritlilin:p2r6552e4_firmware|meritlilin:p2r6822e2|meritlilin:p2r6822e2_firmware|meritlilin:p2r6822e4|meritlilin:p2r6822e4_firmware|meritlilin:p2r6852e2|meritlilin:p2r6852e2_firmware|meritlilin:p2r6852e4|meritlilin:p2r6852e4_firmware|meritlilin:p2r8822e2|meritlilin:p2r8822e2_firmware|meritlilin:p2r8822e4|meritlilin:p2r8822e4_firmware|meritlilin:p2r8852e2|meritlilin:p2r8852e2_firmware|meritlilin:p2r8852e4|meritlilin:p2r8852e4_firmware|meritlilin:p3r6322e2|meritlilin:p3r6322e2_firmware|meritlilin:p3r6522e2|meritlilin:p3r6522e2_firmware|meritlilin:p3r8822e2|meritlilin:p3r8822e2_firmware|meritlilin:z2r6422ax|meritlilin:z2r6422ax-p|meritlilin:z2r6422ax-p_firmware|meritlilin:z2r6422ax_firmware|meritlilin:z2r6452ax|meritlilin:z2r6452ax-p|meritlilin:z2r6452ax-p_firmware|meritlilin:z2r6452ax_firmware|meritlilin:z2r6522x|meritlilin:z2r6522x_firmware|meritlilin:z2r6552x|meritlilin:z2r6552x_firmware|meritlilin:z2r8022ex25|meritlilin:z2r8022ex25_firmware|meritlilin:z2r8052ex25|meritlilin:z2r8052ex25_firmware|meritlilin:z2r8122x-p|meritlilin:z2r8122x-p_firmware|meritlilin:z2r8122x2-p|meritlilin:z2r8122x2-p_firmware|meritlilin:z2r8152x-p|meritlilin:z2r8152x-p_firmware|meritlilin:z2r8152x2-p|meritlilin:z2r8152x2-p_firmware|meritlilin:z2r8822ax|meritlilin:z2r8822ax_firmware|meritlilin:z2r8852ax|meritlilin:z2r8852ax_firmware|meritlilin:z3r6422x3|meritlilin:z3r6422x3_firmware|meritlilin:z3r6522x|meritlilin:z3r6522x_firmware|meritlilin:z3r8922x3|meritlilin:z3r8922x3_firmware,cpe_expansion
