category,phrase,n_yes,n_no,score,new_yield,pct_device_cpe,sample_cves,sample_descriptions
doorlock,stored,3,0,5.838,17351,0.058,CVE-2000-0603|CVE-2000-0678|CVE-2000-0927,"Microsoft SQL Server 7.0 allows a local user to bypass permissions for stored procedures by referencing them via a temporary stored procedure, aka the|PGP 5.5.x through 6.5.3 does not properly check if an Additional Decryption Key (ADK) is stored in the signed portion of a public certificate, which a|WQuinn QuotaAdvisor 4.1 does not properly record file sizes if they are stored in alternative data streams, which allows users to bypass quota restric"
doorlock,missing,3,1,2.542,12173,0.302,CVE-2000-1244|CVE-2002-0298|CVE-2002-0637,"Computer Associates InoculateIT Agent for Exchange Server does not recognize an e-mail virus attachment if the SMTP header is missing the ""From"" field|ScriptEase MiniWeb Server 0.95 allows remote attackers to cause a denial of service (crash) via certain HTTP GET requests containing (1) a %2e%2e (enc|InterScan VirusWall 3.52 build 1462 allows remote attackers to bypass virus protection via e-mail messages with headers that violate RFC specification"
doorlock,privileged,3,0,5.838,10505,0.319,CVE-2000-0933|CVE-2000-1235|CVE-2001-0061,"The Input Method Editor (IME) in the Simplified Chinese version of Windows 2000 does not disable access to privileged functionality that should normal|The default configurations of (1) the port listener and (2) modplsql in Oracle Internet Application Server (IAS) 3.0.7 and earlier allow remote attack|procfs in FreeBSD and possibly other operating systems does not properly restrict access to per-process mem and ctl files, which allows local users to"
doorlock,create,4,1,4.394,7909,0.274,CVE-2000-0552|CVE-2000-0494|CVE-2000-0579,"ICQwebmail client for ICQ 2000A creates a world readable temporary file during login and does not delete it, which allows local users to obtain sensit|Veritas Volume Manager creates a world writable .server_pids file, which allows local users to add arbitrary commands into the file, which is then exe|IRIX crontab creates temporary files with predictable file names and with the umask of the user, which could allow local users to modify another user'"
doorlock,controller,3,1,2.542,5232,0.4,CVE-2001-0048|CVE-2001-0237|CVE-2001-0018,"The ""Configure Your Server"" tool in Microsoft 2000 domain controllers installs a blank password for the Directory Service Restore Mode, which allows a|Memory leak in Microsoft 2000 domain controller allows remote attackers to cause a denial of service by repeatedly connecting to the Kerberos service |Windows 2000 domain controller in Windows 2000 Server, Advanced Server, or Datacenter Server allows remote attackers to cause a denial of service via "
doorlock,malformed,3,2,1.009,3425,0.387,CVE-2000-0486|CVE-2000-0495|CVE-2000-0470,"Buffer overflow in Cisco TACACS+ tac_plus server allows remote attackers to cause a denial of service via a malformed packet with a long length field.|Microsoft Windows Media Encoder allows remote attackers to cause a denial of service via a malformed request, aka the ""Malformed Windows Media Encoder|Allegro RomPager HTTP server allows remote attackers to cause a denial of service via a malformed authentication request."
doorlock,connect,3,0,5.838,3248,0.3,CVE-2000-0543|CVE-2000-0659|CVE-2000-0563,The command port for PGP Certificate Server 2.5.0 and 2.5.1 allows remote attackers to cause a denial of service if their hostname does not have a rev|Buffer overflow in AnalogX proxy server 4.04 and earlier allows remote attackers to cause a denial of service via a long user ID in a SOCKS4 CONNECT r|The URLConnection function in MacOS Runtime Java (MRJ) 2.1 and earlier and the Microsoft virtual machine (VM) for MacOS allows a malicious web site op
doorlock,tag,4,0,8.789,2807,0.155,CVE-2000-0596|CVE-2000-0765|CVE-2000-0812,"Internet Explorer 5.x does not warn a user before opening a Microsoft Access database file that is referenced within ActiveX OBJECT tags in an HTML do|Buffer overflow in the HTML interpreter in Microsoft Office 2000 allows an attacker to execute arbitrary commands via a long embedded object tag, aka |The administration module in Sun Java web server allows remote attackers to execute arbitrary commands by uploading Java code to the module and invoke"
doorlock,physical,8,3,7.098,1752,0.608,CVE-2000-0710|CVE-2000-0753|CVE-2000-0759,"The shtml.exe component of Microsoft FrontPage 2000 Server Extensions 1.1 allows remote attackers to determine the physical path of the server compone|The Microsoft Outlook mail client identifies the physical path of the sender's machine within a winmail.dat attachment to Rich Text Format (RTF) files|Jakarta Tomcat 3.1 under Apache reveals physical path information when a remote attacker requests a URL that does not exist, which generates an error "
doorlock,encryption,4,1,4.394,1667,0.31,CVE-2000-0487|CVE-2000-0492|CVE-2000-0559,"The Protected Store in Windows 2000 does not properly select the strongest encryption when available, which causes it to use a default of 40-bit encry|PassWD 1.2 uses weak encryption (trivial encoding) to store passwords, which allows an attacker who can read the password file to easliy decrypt the p|eTrust Intrusion Detection System (formerly SessionWall-3) uses weak encryption (XOR) to store administrative passwords in the registry, which allows "
doorlock,original,4,0,8.789,1148,0.346,CVE-2000-0944|CVE-2000-1127|CVE-2001-1469,"CGI Script Center News Update 1.1 does not properly validate the original news administration password during a password change operation, which allow|registrar in the HP resource monitor service allows local users to read and modify arbitrary files by renaming the original registrar.log log file and|The RC4 stream cipher as used by SSH1 allows remote attackers to modify messages without detection by XORing the original message's cyclic redundancy "
doorlock,plaintext,4,0,8.789,1003,0.235,CVE-2000-0402|CVE-2000-0777|CVE-2000-1076,"The Mixed Mode authentication capability in Microsoft SQL Server 7.0 stores the System Administrator (sa) account in plaintext in a log file which is |The password protection feature of Microsoft Money can store the password in plaintext, which allows attackers with physical access to the system to o|Netscape (iPlanet) Certificate Management System 4.2 and Directory Server 4.12 stores the administrative password in plaintext, which could allow loca"
doorlock,physical access,3,2,1.009,811,0.658,CVE-2000-0777|CVE-2000-1008|CVE-2001-1436,"The password protection feature of Microsoft Money can store the password in plaintext, which allows attackers with physical access to the system to o|PalmOS 3.5.2 and earlier uses weak encryption to store the user password, which allows attackers with physical access to the Palm device to decrypt th|Dallas Semiconductor iButton DS1991 returns predictable values when given an incorrect password, which makes it easier for users with physical access "
doorlock,solutions,5,0,11.989,764,0.243,CVE-2001-0070|CVE-2001-0785|CVE-2001-0786,"Buffer overflow in 1st Up Mail Server 4.1 allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long MA|Directory traversal in Webpaging interface in Internet Software Solutions Air Messenger LAN Server (AMLServer) 3.4.2 allows allows remote attackers to|Internet Software Solutions Air Messenger LAN Server (AMLServer) 3.4.2 stores user passwords in plaintext in the pUser.Dat file."
doorlock,bridge,3,0,5.838,717,0.604,CVE-2001-0455|CVE-2003-0512|CVE-2003-0550,"Cisco Aironet 340 Series wireless bridge before 8.55 does not properly disable access to the web interface, which allows remote attackers to modify it|Cisco IOS 12.2 and earlier generates a ""% Login invalid"" message instead of prompting for a password when an invalid username is provided, which allow|The STP protocol, as enabled in Linux 2.4.x, does not provide sufficient security by design, which allows attackers to modify the bridge topology."
doorlock,unlock,4,2,2.351,680,0.768,CVE-2001-1554|CVE-2004-0491|CVE-2004-2655,"IBM AIX 430 does not properly unlock IPPMTU_LOCK, which allows remote attackers to cause a denial of service (hang) via Path Maximum Transmit Unit (PM|The linux-2.4.21-mlock.patch in Red Hat Enterprise Linux 3 does not properly maintain the mlock page count when one process unlocks pages that belong |rdesktop 1.3.1 with xscreensaver 4.14, and possibly other versions, when running on Fedora and possibly other platforms, does not release the keyboard"
doorlock,rf,3,0,5.838,609,0.931,CVE-2002-1014|CVE-2004-0459|CVE-2006-1959,"Buffer overflow in RealJukebox 2 1.0.2.340 and 1.0.2.379, and RealOne Player Gold 6.0.10.505, allows remote attackers to execute arbitrary code via an|The Clear Channel Assessment (CCA) algorithm in the IEEE 802.11 wireless protocol, when using DSSS transmission encoding, allows remote attackers to c|PHP remote file inclusion vulnerability in direct.php in ActualScripts ActualAnalyzer Lite 2.72 and earlier, Gold 7.63 and earlier, and Server 8.23 an"
doorlock,attackers to create,4,0,8.789,525,0.105,CVE-2000-0354|CVE-2000-0711|CVE-2000-0769,"mirror 2.8.x in Linux systems allows remote attackers to create files one level above the local target directory.|Netscape Communicator does not properly prevent a ServerSocket object from being created by untrusted entities, which allows remote attackers to creat|O'Reilly WebSite Pro 2.3.7 installs the uploader.exe program with execute permissions for all users, which allows remote attackers to create and execu"
doorlock,attacker with physical,3,1,2.542,325,0.625,CVE-2001-1116|CVE-2001-0856|CVE-2002-0349,"Identix BioLogon 2.03 and earlier does not lock secondary displays on a multi-monitor system running Windows 98 or ME, which allows an attacker with p|Common Cryptographic Architecture (CCA) in IBM 4758 allows an attacker with physical access to the system and Combine_Key_Parts permissions, to steal |Tiny Personal Firewall (TPF) 2.0.15, under certain configurations, will pop up an alert to the system even when the screen is locked, which could allo"
doorlock,cloned,4,0,8.789,78,0.513,CVE-2010-1636|CVE-2019-11761|CVE-2022-0541,"The btrfs_ioctl_clone function in fs/btrfs/ioctl.c in the btrfs functionality in the Linux kernel 2.6.29 through 2.6.32, and possibly other versions, |By using a form with a data URI it was possible to gain access to the privileged JSONView object that had been cloned into content. Impact from exposi|The flo-launch WordPress plugin before 2.4.1 injects code into wp-config.php when creating a cloned site, allowing any attacker to initiate a new site"
doorlock,proximity,4,0,8.789,55,0.655,CVE-2018-8868|CVE-2016-6539|CVE-2019-8804,Medtronic 24950 MyCareLink Monitor and 24952 MyCareLink Monitor contains debug code meant to test the functionality of the monitor's communication int|The Trackr device ID is constructed of a manufacturer identifier of four zeroes followed by the BLE MAC address in reverse. The MAC address can be obt|An inconsistency in Wi-Fi network configuration settings was addressed. This issue is fixed in iOS 13.2 and iPadOS 13.2. An attacker in physical proxi
doorlock,rfid,3,0,5.838,40,0.4,CVE-2018-5303|CVE-2018-5304|CVE-2018-4833,"An issue was discovered on the Impinj Speedway Connect R420 RFID Reader before 2.2.2. The license key parameter of the web application is vulnerable t|An issue was discovered on the Impinj Speedway Connect R420 RFID Reader before 2.2.2. The affected web interface is vulnerable to ClickJacking or UI R|A vulnerability has been identified in RFID 181EIP (All versions), RUGGEDCOM Win (V4.4, V4.5, V5.0, and V5.1), SCALANCE X-200 switch family (incl. SIP"
doorlock,brief,3,0,5.838,40,0.4,CVE-2016-8212|CVE-2017-12217|CVE-2017-12250,"An issue was discovered in EMC RSA BSAFE Crypto-J versions prior to 6.2.2. There is an Improper OCSP Validation Vulnerability. OCSP responses have two|A vulnerability in the General Packet Radio Service (GPRS) Tunneling Protocol ingress packet handler of Cisco ASR 5500 System Architecture Evolution (|A vulnerability in the HTTP web interface for Cisco Wide Area Application Services (WAAS) could allow an unauthenticated, remote attacker to cause an "
doorlock,missing encryption,3,0,5.838,33,0.303,CVE-2018-8864|CVE-2019-5448|CVE-2023-28045,"In ATI Systems Emergency Mass Notification Systems (HPSS16, HPSS32, MHPSS, and ALERT4000) devices, a missing encryption of sensitive data vulnerabilit|Yarn before 1.17.3 is vulnerable to Missing Encryption of Sensitive Data due to HTTP URLs in lockfile causing unencrypted authentication data to be se|
Dell CloudIQ Collector version 1.10.2 contains a missing encryption of sensitive data vulnerability. An attacker with low privileges could potentiall"
doorlock,genie,3,0,5.838,24,0.583,CVE-2019-7315|CVE-2021-24674|CVE-2024-50996,"Genie Access WIP3BVAF WISH IP 3MP IR Auto Focus Bullet Camera devices through 3.x are vulnerable to directory traversal via the web interface, as demo|The Genie WP Favicon WordPress plugin through 0.5.2 does not have CSRF in place when updating the favicon, which could allow attackers to make a logge|Netgear R8500 v1.0.2.160, XR300 v1.0.3.78, R7000P v1.3.3.154, and R6400 v2 1.0.4.128 were discovered to contain a stack overflow via the bpa_server pa"
doorlock,physical proximity,4,0,8.789,16,0.688,CVE-2018-8868|CVE-2019-8804|CVE-2021-30810,"Medtronic 24950 MyCareLink Monitor and 24952 MyCareLink Monitor contains debug code meant to test the functionality of the monitor's communication int|An inconsistency in Wi-Fi network configuration settings was addressed. This issue is fixed in iOS 13.2 and iPadOS 13.2. An attacker in physical proxi|An authorization issue was addressed with improved state management. This issue is fixed in iOS 15 and iPadOS 15, watchOS 8, tvOS 15. An attacker in p"
doorlock,nuki home,5,0,11.989,4,0.0,CVE-2022-32502|CVE-2022-32503|CVE-2022-32508,"An issue was discovered on certain Nuki Home Solutions devices. There is a buffer overflow over the encrypted token parsing logic in the HTTP service |An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to this JTAG port may be able to connect to the devic|An issue was discovered on certain Nuki Home Solutions devices. By sending a malformed HTTP verb, it is possible to force a reboot of the device. This"
doorlock,home solutions devices,5,0,11.989,4,0.0,CVE-2022-32502|CVE-2022-32503|CVE-2022-32508,"An issue was discovered on certain Nuki Home Solutions devices. There is a buffer overflow over the encrypted token parsing logic in the HTTP service |An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to this JTAG port may be able to connect to the devic|An issue was discovered on certain Nuki Home Solutions devices. By sending a malformed HTTP verb, it is possible to force a reboot of the device. This"
doorlock,certain nuki home,5,0,11.989,4,0.0,CVE-2022-32502|CVE-2022-32503|CVE-2022-32508,"An issue was discovered on certain Nuki Home Solutions devices. There is a buffer overflow over the encrypted token parsing logic in the HTTP service |An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to this JTAG port may be able to connect to the devic|An issue was discovered on certain Nuki Home Solutions devices. By sending a malformed HTTP verb, it is possible to force a reboot of the device. This"
doorlock,nuki,5,0,11.989,4,0.0,CVE-2022-32502|CVE-2022-32503|CVE-2022-32508,"An issue was discovered on certain Nuki Home Solutions devices. There is a buffer overflow over the encrypted token parsing logic in the HTTP service |An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to this JTAG port may be able to connect to the devic|An issue was discovered on certain Nuki Home Solutions devices. By sending a malformed HTTP verb, it is possible to force a reboot of the device. This"
doorlock,affects nuki,5,0,11.989,4,0.0,CVE-2022-32502|CVE-2022-32503|CVE-2022-32508,"An issue was discovered on certain Nuki Home Solutions devices. There is a buffer overflow over the encrypted token parsing logic in the HTTP service |An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to this JTAG port may be able to connect to the devic|An issue was discovered on certain Nuki Home Solutions devices. By sending a malformed HTTP verb, it is possible to force a reboot of the device. This"
doorlock,home solutions,5,0,11.989,4,0.0,CVE-2022-32502|CVE-2022-32503|CVE-2022-32508,"An issue was discovered on certain Nuki Home Solutions devices. There is a buffer overflow over the encrypted token parsing logic in the HTTP service |An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to this JTAG port may be able to connect to the devic|An issue was discovered on certain Nuki Home Solutions devices. By sending a malformed HTTP verb, it is possible to force a reboot of the device. This"
doorlock,nuki home solutions,5,0,11.989,4,0.0,CVE-2022-32502|CVE-2022-32503|CVE-2022-32508,"An issue was discovered on certain Nuki Home Solutions devices. There is a buffer overflow over the encrypted token parsing logic in the HTTP service |An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to this JTAG port may be able to connect to the devic|An issue was discovered on certain Nuki Home Solutions devices. By sending a malformed HTTP verb, it is possible to force a reboot of the device. This"
doorlock,solutions devices,5,0,11.989,4,0.0,CVE-2022-32502|CVE-2022-32503|CVE-2022-32508,"An issue was discovered on certain Nuki Home Solutions devices. There is a buffer overflow over the encrypted token parsing logic in the HTTP service |An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to this JTAG port may be able to connect to the devic|An issue was discovered on certain Nuki Home Solutions devices. By sending a malformed HTTP verb, it is possible to force a reboot of the device. This"
doorlock,certain nuki,5,0,11.989,4,0.0,CVE-2022-32502|CVE-2022-32503|CVE-2022-32508,"An issue was discovered on certain Nuki Home Solutions devices. There is a buffer overflow over the encrypted token parsing logic in the HTTP service |An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to this JTAG port may be able to connect to the devic|An issue was discovered on certain Nuki Home Solutions devices. By sending a malformed HTTP verb, it is possible to force a reboot of the device. This"
doorlock,this affects nuki,5,0,11.989,4,0.0,CVE-2022-32502|CVE-2022-32503|CVE-2022-32508,"An issue was discovered on certain Nuki Home Solutions devices. There is a buffer overflow over the encrypted token parsing logic in the HTTP service |An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to this JTAG port may be able to connect to the devic|An issue was discovered on certain Nuki Home Solutions devices. By sending a malformed HTTP verb, it is possible to force a reboot of the device. This"
doorlock,cloned tag,4,0,8.789,4,0.75,CVE-2023-39842|CVE-2023-26941|CVE-2023-26942,Missing encryption in the RFID tag of Digoo DG-HAMB Smart Home Security System v1.0 allows attackers to create a cloned tag via brief physical proximi|Weak encryption mechanisms in RFID Tags in Yale Conexis L1 v1.1.0 allows attackers to create a cloned tag via physical proximity to the original.|Weak encryption mechanisms in RFID Tags in Yale IA-210 Alarm v1.0 allows attackers to create a cloned tag via physical proximity to the original.
doorlock,create a cloned,4,0,8.789,4,0.75,CVE-2023-39842|CVE-2023-26941|CVE-2023-26942,Missing encryption in the RFID tag of Digoo DG-HAMB Smart Home Security System v1.0 allows attackers to create a cloned tag via brief physical proximi|Weak encryption mechanisms in RFID Tags in Yale Conexis L1 v1.1.0 allows attackers to create a cloned tag via physical proximity to the original.|Weak encryption mechanisms in RFID Tags in Yale IA-210 Alarm v1.0 allows attackers to create a cloned tag via physical proximity to the original.
doorlock,brief physical,3,0,5.838,4,0.5,CVE-2023-39842|CVE-2023-50126|CVE-2025-65855,Missing encryption in the RFID tag of Digoo DG-HAMB Smart Home Security System v1.0 allows attackers to create a cloned tag via brief physical proximi|Missing encryption in the RFID tags of the Hozard alarm system (Alarmsysteem) v1.0 allow attackers to create a cloned tag via brief physical proximity|The OTA firmware update mechanism in Netun Solutions HelpFlash IoT (firmware v18_178_221102_ASCII_PRO_1R5_50) uses hard-coded WiFi credentials identic
doorlock,nuki bridge,3,0,5.838,3,0.0,CVE-2022-32502|CVE-2022-32508|CVE-2022-32510,"An issue was discovered on certain Nuki Home Solutions devices. There is a buffer overflow over the encrypted token parsing logic in the HTTP service |An issue was discovered on certain Nuki Home Solutions devices. By sending a malformed HTTP verb, it is possible to force a reboot of the device. This|An issue was discovered on certain Nuki Home Solutions devices. The HTTP API exposed by a Bridge used an unencrypted channel to provide an administrat"
doorlock,brief physical proximity,3,0,5.838,2,0.5,CVE-2023-39842|CVE-2023-50126,Missing encryption in the RFID tag of Digoo DG-HAMB Smart Home Security System v1.0 allows attackers to create a cloned tag via brief physical proximi|Missing encryption in the RFID tags of the Hozard alarm system (Alarmsysteem) v1.0 allow attackers to create a cloned tag via brief physical proximity
doorlock,tag via brief,3,0,5.838,2,0.5,CVE-2023-39842|CVE-2023-50126,Missing encryption in the RFID tag of Digoo DG-HAMB Smart Home Security System v1.0 allows attackers to create a cloned tag via brief physical proximi|Missing encryption in the RFID tags of the Hozard alarm system (Alarmsysteem) v1.0 allow attackers to create a cloned tag via brief physical proximity
doorlock,lock controller,3,0,5.838,1,1.0,CVE-2026-0092,"In Package Manager, there is a possible device lock controller bypass due to a missing permission check. This could lead to local escalation of privil"
doorlock,nuki smart,5,0,11.989,0,0.0,,
doorlock,affects nuki smart,5,0,11.989,0,0.0,,
doorlock,smart door,4,0,8.789,0,0.0,,
doorlock,rf was,3,0,5.838,0,0.0,,
doorlock,rf was discovered,3,0,5.838,0,0.0,,
ev-charging,end,3,0,5.838,5443,0.362,CVE-2000-0645|CVE-2000-0738|CVE-2000-1075,"WFTPD and WFTPD Pro 2.41 allows remote attackers to cause a denial of service by using the RESTART (REST) command and writing beyond the end of a file|WebShield SMTP 4.5 allows remote attackers to cause a denial of service by sending e-mail with a From: address that has a . (period) at the end, which|Directory traversal vulnerability in iPlanet Certificate Management System 4.2 and Directory Server 4.12 allows remote attackers to read arbitrary fil"
ev-charging,messages,3,2,1.009,3458,0.307,CVE-2000-0524|CVE-2000-0601|CVE-2000-0640,"Microsoft Outlook and Outlook Express allow remote attackers to cause a denial of service by sending email messages with blank fields such as BCC, Rep|LeafChat 1.7 IRC client allows a remote IRC server to cause a denial of service by rapidly sending a large amount of error messages.|Guild FTPd allows remote attackers to determine the existence of files outside the FTP root via a .. (dot dot) attack, which provides different error "
ev-charging,conjunction,3,0,5.838,1106,0.269,CVE-2002-1315|CVE-2004-1354|CVE-2004-0503,"Cross-site scripting (XSS) vulnerability in the Admin Server for iPlanet WebServer 4.x, up to SP11, allows remote attackers to execute web script or H|The Solaris Management Console (SMC) in Sun Solaris 8 and 9 generates different 404 error messages when a file does not exist versus when a file exist|Microsoft Outlook 2003 allows remote attackers to bypass the default zone restrictions and execute script within media files via a Rich Text Format (R"
ev-charging,conjunction with other,3,0,5.838,594,0.256,CVE-2017-5556|CVE-2017-6883|CVE-2017-9071,"The ConvertToPDF plugin in Foxit Reader before 8.2 and PhantomPDF before 8.2 on Windows, when the gflags app is enabled, allows remote attackers to ca|The ConvertToPDF plugin in Foxit Reader before 8.2.1 and PhantomPDF before 8.2.1 on Windows, when the gflags app is enabled, allows remote attackers t|In MODX Revolution before 2.5.7, an attacker might be able to trigger XSS by injecting a payload into the HTTP Host header of a request. This is explo"
ev-charging,this in conjunction,3,0,5.838,531,0.275,CVE-2017-5556|CVE-2017-6883|CVE-2017-10956,"The ConvertToPDF plugin in Foxit Reader before 8.2 and PhantomPDF before 8.2 on Windows, when the gflags app is enabled, allows remote attackers to ca|The ConvertToPDF plugin in Foxit Reader before 8.2.1 and PhantomPDF before 8.2.1 on Windows, when the gflags app is enabled, allows remote attackers t|This vulnerability allows remote attackers to disclose sensitive information on vulnerable installations of Foxit Reader 8.3.1.21155. User interaction"
ev-charging,flex,12,0,38.627,271,0.738,CVE-2006-0459|CVE-2006-3311|CVE-2009-1863,"flex.skl in Will Estes and John Millaway Fast Lexical Analyzer Generator (flex) before 2.5.33 does not allocate enough memory for grammars containing |Buffer overflow in Adobe Flash Player 8.0.24.0 and earlier, Flash Professional 8, Flash MX 2004, and Flex 1.5 allows user-assisted remote attackers to|Unspecified vulnerability in Adobe Flash Player before 9.0.246.0 and 10.x before 10.0.32.18, and Adobe AIR before 1.5.2, allows attackers to cause a d"
ev-charging,energy,4,0,8.789,240,0.475,CVE-2015-5017|CVE-2015-7487|CVE-2016-1562,"IBM Maximo Asset Management 7.1 through 7.1.1.13, 7.5.0 before 7.5.0.8 IFIX005, and 7.6.0 before 7.6.0.2 IFIX002; Maximo Asset Management 7.5.0 before|IBM Maximo Asset Management 7.1 through 7.1.1.13, 7.5.0 before 7.5.0.9 IFIX002, and 7.6.0 before 7.6.0.3 IFIX001; Maximo Asset Management 7.5.0 before|The REST API in the DTE Energy Insight application before 1.7.8 for Android allows remote authenticated users to obtain unspecified customer informati"
ev-charging,fixed-length stack-based buffer,3,2,1.009,209,0.77,CVE-2018-10494|CVE-2018-17614|CVE-2019-6537,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is requi|This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Losant Arduino MQTT Client prior to V2.7. User int|Multiple stack-based buffer overflow vulnerabilities in WECON LeviStudioU version 1.8.56 and prior may be exploited when parsing strings within projec
ev-charging,fixed-length stack-based,3,2,1.009,209,0.77,CVE-2018-10494|CVE-2018-17614|CVE-2019-6537,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is requi|This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Losant Arduino MQTT Client prior to V2.7. User int|Multiple stack-based buffer overflow vulnerabilities in WECON LeviStudioU version 1.8.56 and prior may be exploited when parsing strings within projec
ev-charging,ocpp,3,1,2.542,28,0.25,CVE-2018-16669|CVE-2023-49955|CVE-2023-49956,"An issue was discovered in CIRCONTROL Open Charge Point Protocol (OCPP) before 1.5.0, as used in CirCarLife, PowerStudio, and other products. Due to s|An issue was discovered in Dalmann OCPP.Core before 1.2.0 for OCPP (Open Charge Point Protocol) for electric vehicles. It does not validate the length|An issue was discovered in Dalmann OCPP.Core before 1.3.0 for OCPP (Open Charge Point Protocol) for electric vehicles. A StopTransaction message with "
ev-charging,home flex,12,0,38.627,0,0.0,,
ev-charging,home flex charging,9,0,26.5,0,0.0,,
ev-charging,flex charging,9,0,26.5,0,0.0,,
ev-charging,stations authentication,8,0,22.666,0,0.0,,
ev-charging,charging stations authentication,8,0,22.666,0,0.0,,
ev-charging,ocpp messages,3,0,5.838,0,0.0,,
ev-charging,handling of ocpp,3,0,5.838,0,0.0,,
ev-charging,messages the issue,3,2,1.009,0,0.0,,
garden,all,3,0,5.838,25888,0.204,CVE-2000-0518|CVE-2000-0611|CVE-2000-1207,"Internet Explorer 4.x and 5.x does not properly verify all contents of an SSL certificate if a connection is made to the server via an image or a fram|The default configuration of NetWin dMailWeb and cwMail trusts all POP servers, which allows attackers to bypass normal authentication and cause a den|userhelper in the usermode package on Red Hat Linux executes non-setuid programs as root, which does not activate the security measures in glibc and a"
garden,generation,6,0,15.39,7276,0.055,CVE-2000-0743|CVE-2000-0808|CVE-2001-1361,"Buffer overflow in University of Minnesota (UMN) gopherd 2.x allows remote attackers to execute arbitrary commands via a DES key generation request (G|The seed generation mechanism in the inter-module S/Key authentication mechanism in Check Point VPN-1/FireWall-1 4.1 and earlier allows remote attacke|Vulnerability in The Web Information Gateway (TWIG) 2.7.1, possibly related to incorrect security rights and/or the generation of mailto links."
garden,embedded,3,0,5.838,2075,0.36,CVE-2000-0727|CVE-2000-0765|CVE-2000-0905,"xpdf PDF viewer client earlier than 0.91 does not properly launch a web browser for embedded URL's, which allows an attacker to execute arbitrary comm|Buffer overflow in the HTML interpreter in Microsoft Office 2000 allows an attacker to execute arbitrary commands via a long embedded object tag, aka |QNX Embedded Resource Manager in Voyager web server 2.01B in the demo disks for QNX 405 allows remote attackers to read sensitive system statistics in"
garden,serial,3,0,5.838,516,0.636,CVE-2001-0044|CVE-2001-1520|CVE-2002-2203,"Multiple buffer overflows in Lexmark MarkVision printer driver programs allows local users to gain privileges via long arguments to the cat_network, c|Xircom REX 6000 allows local users to obtain the 10 digit PIN by starting a serial monitor, connecting to the personal digital assistant (PDA) via Rex|Unknown vulnerability in the System Serial Console terminal in Solaris 2.5.1, 2.6, and 7 allows local users to monitor keystrokes and possibly steal s"
garden,touch,4,0,8.789,451,0.676,CVE-2001-1424|CVE-2001-1425|CVE-2001-1426,"Alcatel Speed Touch ADSL modem running firmware KHDSAA.108, KHDSAA.132, KHDSBA.133, and KHDSAA.134 has a blank default password, which allows remote a|The challenge-response authentication of the EXPERT user for Alcatel Speed Touch running firmware KHDSAA.108 and KHDSAA.132 through KHDSAA.134 allows |Alcatel Speed Touch running firmware KHDSAA.108 and KHDSAA.132 through KHDSAA.134 has a TFTP server running without a password, which allows remote at"
garden,hd,4,0,8.789,243,0.753,CVE-2004-0069|CVE-2006-2614|CVE-2009-1356,"Format string vulnerability in HD Soft Windows FTP Server 1.6 and earlier allows remote attackers to execute arbitrary code via format string specifie|Sun N1 System Manager 1.1 for Solaris 10 before patch 121161-01 records system passwords in the world-readable scripts (1) /cr/hd_jobs_db.sh, (2) /cr/|Stack-based buffer overflow in Elecard AVC HD Player allows remote attackers to execute arbitrary code via a long MP3 filename in a playlist (.xpl) fi"
garden,telemetry,3,0,5.838,159,0.421,CVE-2015-7930|CVE-2015-7931|CVE-2015-7932,"Adcon Telemetry A840 Telemetry Gateway Base Station has hardcoded credentials, which allows remote attackers to obtain administrative access via unspe|The Java client in Adcon Telemetry A840 Telemetry Gateway Base Station does not authenticate the station device, which allows man-in-the-middle attack|Adcon Telemetry A840 Telemetry Gateway Base Station allows remote attackers to obtain sensitive information by sniffing the network."
garden,serial number,3,0,5.838,144,0.632,CVE-2005-1609|CVE-2005-1837|CVE-2012-0133,"Unknown vulnerability in Sun StorEdge 6130 Arrays (SE6130) with serial numbers between 0451AWF00G and 0513AWF00J allows local users and remote attacke|Fortinet firewall running FortiOS 2.x contains a hardcoded username with the password set to the serial number, which allows local users with console |HP ProCurve 5400 zl switches with certain serial numbers include a compact flash card that contains an unspecified virus, which might allow user-assis"
