Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,AI Judgment,AI Confidence,AI Judgment Reasoning
vendor_only,CVE-2021-44396,2022-01-28,A denial of service vulnerability exists in the cgiserver.cgi JSON command parser functionality of reolink RLC-410W v3.0.0.136_20121102. A specially-crafted HTTP request can lead to a reboot. Preview param is not object. An attacker can send an HTTP request to trigger this vulnerability.,7.7,3.1,CWE-20,cpe:2.3:o:reolink:rlc-410w_firmware:3.0.0.136_20121102:*:*:*:*:*:*:*|cpe:2.3:h:reolink:rlc-410w:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2021-44397,2022-01-28,A denial of service vulnerability exists in the cgiserver.cgi JSON command parser functionality of reolink RLC-410W v3.0.0.136_20121102. A specially-crafted HTTP request can lead to a reboot. rtmp=start param is not object. An attacker can send an HTTP request to trigger this vulnerability.,7.7,3.1,CWE-20,cpe:2.3:o:reolink:rlc-410w_firmware:3.0.0.136_20121102:*:*:*:*:*:*:*|cpe:2.3:h:reolink:rlc-410w:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2021-44398,2022-01-28,A denial of service vulnerability exists in the cgiserver.cgi JSON command parser functionality of reolink RLC-410W v3.0.0.136_20121102. A specially-crafted HTTP request can lead to a reboot. rtmp=stop param is not object. An attacker can send an HTTP request to trigger this vulnerability.,7.7,3.1,CWE-20,cpe:2.3:o:reolink:rlc-410w_firmware:3.0.0.136_20121102:*:*:*:*:*:*:*|cpe:2.3:h:reolink:rlc-410w:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2021-44399,2022-01-28,A denial of service vulnerability exists in the cgiserver.cgi JSON command parser functionality of reolink RLC-410W v3.0.0.136_20121102. A specially-crafted HTTP request can lead to a reboot. GetPtzPreset param is not object. An attacker can send an HTTP request to trigger this vulnerability.,7.7,3.1,CWE-20,cpe:2.3:o:reolink:rlc-410w_firmware:3.0.0.136_20121102:*:*:*:*:*:*:*|cpe:2.3:h:reolink:rlc-410w:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2021-44400,2022-01-28,A denial of service vulnerability exists in the cgiserver.cgi JSON command parser functionality of reolink RLC-410W v3.0.0.136_20121102. A specially-crafted HTTP request can lead to a reboot. GetPtzPatrol param is not object. An attacker can send an HTTP request to trigger this vulnerability.,7.7,3.1,CWE-20,cpe:2.3:o:reolink:rlc-410w_firmware:3.0.0.136_20121102:*:*:*:*:*:*:*|cpe:2.3:h:reolink:rlc-410w:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2021-44401,2022-01-28,A denial of service vulnerability exists in the cgiserver.cgi JSON command parser functionality of reolink RLC-410W v3.0.0.136_20121102. A specially-crafted HTTP request can lead to a reboot. PtzCtrl param is not object. An attacker can send an HTTP request to trigger this vulnerability.,7.7,3.1,CWE-20,cpe:2.3:o:reolink:rlc-410w_firmware:3.0.0.136_20121102:*:*:*:*:*:*:*|cpe:2.3:h:reolink:rlc-410w:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2021-44402,2022-01-28,A denial of service vulnerability exists in the cgiserver.cgi JSON command parser functionality of reolink RLC-410W v3.0.0.136_20121102. A specially-crafted HTTP request can lead to a reboot. GetPtzSerial param is not object. An attacker can send an HTTP request to trigger this vulnerability.,7.7,3.1,CWE-20,cpe:2.3:o:reolink:rlc-410w_firmware:3.0.0.136_20121102:*:*:*:*:*:*:*|cpe:2.3:h:reolink:rlc-410w:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2021-44403,2022-01-28,A denial of service vulnerability exists in the cgiserver.cgi JSON command parser functionality of reolink RLC-410W v3.0.0.136_20121102. A specially-crafted HTTP request can lead to a reboot. GetPtzTattern param is not object. An attacker can send an HTTP request to trigger this vulnerability.,7.7,3.1,CWE-20,cpe:2.3:o:reolink:rlc-410w_firmware:3.0.0.136_20121102:*:*:*:*:*:*:*|cpe:2.3:h:reolink:rlc-410w:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2021-44392,2022-01-28,A denial of service vulnerability exists in the cgiserver.cgi JSON command parser functionality of reolink RLC-410W v3.0.0.136_20121102. A specially-crafted HTTP request can lead to a reboot. GetImage param is not object. An attacker can send an HTTP request to trigger this vulnerability.,7.7,3.1,CWE-20,cpe:2.3:o:reolink:rlc-410w_firmware:3.0.0.136_20121102:*:*:*:*:*:*:*|cpe:2.3:h:reolink:rlc-410w:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2019-5037,2019-08-20,"An exploitable denial-of-service vulnerability exists in the Weave certificate loading functionality of Nest Cam IQ Indoor camera, version 4620002. A specially crafted weave packet can cause an integer overflow and an out-of-bounds read on unmapped memory to occur, resulting in a denial of service. An attacker can send a specially crafted packet to trigger.",7.5,3.1,CWE-190|CWE-125,cpe:2.3:o:google:nest_cam_iq_indoor_firmware:4620002:*:*:*:*:*:*:*|cpe:2.3:h:google:nest_cam_iq_indoor:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2023-6324,2024-05-15,ThroughTek Kalay SDK uses a predictable PSK value in the DTLS session when encountering an unexpected PSK identity,8.8,3.1,CWE-457|CWE-908,cpe:2.3:o:wyze:cam_v3_firmware:4.36.11.5859:*:*:*:*:*:*:*|cpe:2.3:h:wyze:cam_v3:-:*:*:*:*:*:*:*|cpe:2.3:o:roku:indoor_camera_se_firmware:3.0.2.4679:*:*:*:*:*:*:*|cpe:2.3:h:roku:indoor_camera_se:-:*:*:*:*:*:*:*|cpe:2.3:o:owletcare:cam_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:owletcare:cam:-:*:*:*:*:*:*:*|cpe:2.3:o:owletcare:cam_2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:owletcare:cam_2:-:*:*:*:*:*:*:*|cpe:2.3:a:throughtek:kalay_platform:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2828,2017-06-21,An exploitable command injection vulnerability exists in the web management interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.37. A specially crafted HTTP request can allow for a user to inject arbitrary shell characters during account creation resulting in command injection. An attacker can simply send an HTTP request to the device to trigger this vulnerability.,8.8,3.1,CWE-78,cpe:2.3:o:foscam:c1_indoor_hd_camera_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_indoor_hd_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2025-55623,2025-08-22,An issue in the lock screen component of Reolink v4.54.0.4.20250526 allows attackers to bypass authentication via using an ADB (Android Debug Bridge).,5.4,3.1,CWE-288,cpe:2.3:a:reolink:reolink:4.54.0.4.20250526:*:*:*:*:android:*:*,Yes,High,
vendor_only,CVE-2025-55622,2025-08-22,Reolink v4.54.0.4.20250526 was discovered to contain a task hijacking vulnerability due to inappropriate taskAffinity settings. NOTE: this is disputed by the Supplier because it is intentional behavior to ensure a predictable user experience.,6.5,3.1,CWE-491,cpe:2.3:a:reolink:reolink:4.54.0.4.20250526:*:*:*:*:android:*:*,Yes,High,
vendor_only,CVE-2017-2844,2017-06-29,"In the web management interface in Foscam C1 Indoor HD cameras with application firmware 2.52.2.37, a specially crafted HTTP request can allow for a user to inject arbitrary data in the ""msmtprc"" configuration file resulting in command execution. An attacker can simply send an HTTP request to the device to trigger this vulnerability.",8.8,3.1,CWE-78,cpe:2.3:o:foscam:c1_indoor_hd_camera_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_indoor_hd_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2845,2017-06-29,An exploitable command injection vulnerability exists in the web management interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.37. A specially crafted HTTP request can allow for a user to inject arbitrary shell characters during the SMTP configuration tests resulting in command execution,8.8,3.1,CWE-78,cpe:2.3:o:foscam:c1_indoor_hd_camera_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_indoor_hd_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2849,2017-06-29,"In the web management interface in Foscam C1 Indoor HD cameras with application firmware 2.52.2.37, a specially crafted HTTP request can allow for a user to inject arbitrary shell characters during NTP server configuration resulting in command injection. An attacker can simply send an HTTP request to the device to trigger this vulnerability.",8.8,3.1,CWE-78,cpe:2.3:o:foscam:c1_indoor_hd_camera_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_indoor_hd_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2850,2017-06-29,"In the web management interface in Foscam C1 Indoor HD cameras with application firmware 2.52.2.37, a specially crafted HTTP request can allow for a user to inject arbitrary characters in the pureftpd.passwd file during a username change, which in turn allows for bypassing chroot restrictions in the FTP server. An attacker can simply send an HTTP request to the device to trigger this vulnerability.",8.8,3.1,CWE-78,cpe:2.3:o:foscam:c1_indoor_hd_camera_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_indoor_hd_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2851,2017-06-29,"In the web management interface in Foscam C1 Indoor HD cameras with application firmware 2.52.2.37, a specially crafted HTTP request can cause a buffer overflow.",7.2,3.1,CWE-120,cpe:2.3:o:foscam:c1_indoor_hd_camera_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_indoor_hd_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2841,2017-06-27,"An exploitable command injection vulnerability exists in the web management interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.37. A specially crafted HTTP request can allow for a user to inject arbitrary data in the ""msmtprc"" configuration file resulting in command execution. An attacker can simply send an HTTP request to the device to trigger this vulnerability.",8.8,3.1,CWE-78,cpe:2.3:o:foscam:c1_indoor_hd_camera_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_indoor_hd_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2842,2017-06-27,"In the web management interface in Foscam C1 Indoor HD Camera running application firmware 2.52.2.37, a specially crafted HTTP request can allow for a user to inject arbitrary data in the ""msmtprc"" configuration file resulting in command execution. An attacker can simply send an HTTP request to the device to trigger this vulnerability.",8.8,3.1,CWE-78,cpe:2.3:o:foscam:c1_indoor_hd_camera_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_indoor_hd_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2843,2017-06-27,"In the web management interface in Foscam C1 Indoor HD Camera running application firmware 2.52.2.37, a specially crafted HTTP request can allow for a user to inject arbitrary data in the ""msmtprc"" configuration file resulting in command execution. An attacker can simply send an HTTP request to the device to trigger this vulnerability.",8.8,3.1,CWE-78,cpe:2.3:o:foscam:c1_indoor_hd_camera_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_indoor_hd_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2805,2017-06-21,An exploitable stack-based buffer overflow vulnerability exists in the web management interface used by the Foscam C1 Indoor HD Camera. A specially crafted http request can cause a stack-based buffer overflow resulting in overwriting arbitrary data on the stack frame. An attacker can simply send an http request to the device to trigger this vulnerability.,9.8,3.1,CWE-787,cpe:2.3:o:foscam:c1_hd_indoor_camera_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_hd_indoor_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2827,2017-06-21,An exploitable command injection vulnerability exists in the web management interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.37. A specially crafted HTTP request can allow for a user to inject arbitrary shell characters during account creation resulting in command injection. An attacker can simply send an HTTP request to the device to trigger this vulnerability.,8.8,3.1,CWE-78,cpe:2.3:o:foscam:c1_indoor_hd_camera_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_indoor_hd_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2829,2017-06-21,An exploitable directory traversal vulnerability exists in the web management interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.37. A specially crafted HTTP request can cause the application to read a file from disk but a failure to adequately filter characters results in allowing an attacker to specify a file outside of a directory. An attacker can simply send an HTTP request to the device to trigger this vulnerability.,6.5,3.1,CWE-22,cpe:2.3:o:foscam:c1_indoor_hd_camera_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_indoor_hd_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2830,2017-06-21,An exploitable buffer overflow vulnerability exists in the web management interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.37. A specially crafted HTTP request can cause a buffer overflow resulting in overwriting arbitrary data. An attacker can simply send an HTTP request to the device to trigger this vulnerability.,7.5,3.1,CWE-120,cpe:2.3:o:foscam:c1_indoor_hd_camera_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_indoor_hd_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2831,2017-06-21,An exploitable buffer overflow vulnerability exists in the web management interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.37. A specially crafted HTTP request can cause a buffer overflow resulting in overwriting arbitrary data. An attacker can simply send an HTTP request to the device to trigger this vulnerability.,7.5,3.1,CWE-120,cpe:2.3:o:foscam:c1_indoor_hd_camera_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_indoor_hd_camera:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-7648,2017-04-10,"Foscam networked devices use the same hardcoded SSL private key across different customers' installations, which allows remote attackers to defeat cryptographic protection mechanisms by leveraging knowledge of this key from another installation.",8.1,3.0,CWE-798,cpe:2.3:h:foscam:c1:*:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_lite:*:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c2:*:*:*:*:*:*:*:*|cpe:2.3:h:foscam:fi9800xe:*:*:*:*:*:*:*:*|cpe:2.3:h:foscam:fi9826p:*:*:*:*:*:*:*:*|cpe:2.3:h:foscam:fi9828p:*:*:*:*:*:*:*:*|cpe:2.3:h:foscam:fi9851p:*:*:*:*:*:*:*:*|cpe:2.3:h:foscam:fi9853ep:*:*:*:*:*:*:*:*|cpe:2.3:h:foscam:fi9901ep:*:*:*:*:*:*:*:*|cpe:2.3:h:foscam:fi9903p:*:*:*:*:*:*:*:*|cpe:2.3:h:foscam:fi9928p:*:*:*:*:*:*:*:*|cpe:2.3:h:foscam:r2:*:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2025-55621,2025-08-22,An Insecure Direct Object Reference (IDOR) vulnerability in Reolink v4.54.0.4.20250526 allows unauthorized attackers to access and download other users' profile photos via a crafted URL. NOTE: this is disputed by the Supplier because it is intentional behavior; the photos are part of a social platform on which users expect to find one another.,6.5,3.1,CWE-639,cpe:2.3:a:reolink:reolink:4.54.0.4.20250526:*:*:*:*:android:*:*,Yes,High,
vendor_only,CVE-2025-55620,2025-08-22,A cross-site scripting (XSS) vulnerability in the valuateJavascript() function of Reolink v4.54.0.4.20250526 allows attackers to execute arbitrary web scripts or HTML via a crafted payload.,6.1,3.1,CWE-79,cpe:2.3:a:reolink:reolink:4.54.0.4.20250526:*:*:*:*:android:*:*,Yes,High,
vendor_only,CVE-2025-55619,2025-08-22,Reolink v4.54.0.4.20250526 was discovered to contain a hardcoded encryption key and initialization vector. An attacker can leverage this vulnerability to decrypt access tokens and web session tokens stored inside the app via reverse engineering.,9.8,3.1,CWE-321,cpe:2.3:a:reolink:reolink:4.54.0.4.20250526:*:*:*:*:android:*:*,Yes,High,
vendor_only,CVE-2025-55624,2025-08-22,An intent redirection vulnerability in Reolink v4.54.0.4.20250526 allows unauthorized attackers to access internal functions or access non-public components.,5.3,3.1,CWE-601,cpe:2.3:a:reolink:reolink:4.54.0.4.20250526:*:*:*:*:android:*:*,Yes,High,
vendor_only,CVE-2017-2833,2018-04-24,"An exploitable command injection vulnerability exists in the web management interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.37. A specially crafted HTTP request can allow for a user to inject arbitrary shell characters resulting in command injection during the boot process. To trigger this vulnerability, an attacker needs to send an HTTP request and reboot the device.",7.5,3.1,CWE-77,cpe:2.3:o:foscam:c1_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2832,2018-04-24,An exploitable command injection vulnerability exists in the web management interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.37. A specially crafted HTTP request can allow for a user to inject arbitrary shell characters during a password change resulting in command injection. An attacker can simply send an HTTP request to the device to trigger this vulnerability.,7.2,3.1,CWE-77,cpe:2.3:o:foscam:c1_firmware:2.52.2.37:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2857,2018-09-17,"An exploitable buffer overflow vulnerability exists in the DDNS client used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.43. On devices with DDNS enabled, an attacker who is able to intercept HTTP connections will be able to fully compromise the device by creating a rogue HTTP server.",8.1,3.1,CWE-120,cpe:2.3:o:foscam:c1_firmware:2.52.2.43:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2015-8287,2016-02-18,Swann SRNVW-470LCD devices with firmware through 0114 and SWNVW-470CAM devices with firmware through 1022 allow remote attackers to watch live video by visiting an unspecified URL.,5.3,3.0,,cpe:2.3:h:swann:swnvw-470cam:-:*:*:*:*:*:*:*|cpe:2.3:h:swann:swnvw-470cam_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:swann:srnvw-470lcd:-:*:*:*:*:*:*:*|cpe:2.3:h:swann:srnvw-470lcd_firmware:*:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2016-8731,2017-06-21,Hard-coded FTP credentials (r:r) are included in the Foscam C1 running firmware 1.9.1.12. Knowledge of these credentials would allow remote access to any cameras found on the internet that do not have port 50021 blocked by an intermediate device.,9.8,3.1,CWE-798,cpe:2.3:o:foscam:c1_webcam_firmware:1.9.1.12:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1_webcam:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2025-55192,2025-08-14,"HomeAssistant-Tapo-Control offers Control for Tapo cameras as a Home Assistant component. Prior to commit 2a3b80f, there is a code injection vulnerability in the GitHub Actions workflow .github/workflows/issues.yml. It does not affect users of the Home Assistant integration itself — it only impacts the GitHub Actions environment for this repository. The vulnerable workflow directly inserted user-controlled content from the issue body (github.event.issue.body) into a Bash conditional without proper sanitization. A malicious GitHub user could craft an issue body that executes arbitrary commands on the GitHub Actions runner in a privileged context whenever an issue is opened. The potential impact is limited to the repository’s CI/CD environment, which could allow access to repository contents or GitHub Actions secrets. This issue has been patched via commit 2a3b80f. Workarounds involve disabling the affected workflow (issues.yml), replacing the unsafe Bash comparison with a safe quoted grep (or a pure GitHub Actions expression check), or ensuring minimal permissions in workflows (permissions: block) to reduce possible impact.",,,CWE-94,,Yes,Low,"No CPE is published for this CVE (common for recent or sparsely-documented entries due to NIST backlog), but the description explicitly names a consumer/home camera and a residential network attack vector (LAN, Wi-Fi, cloud/app, or P2P). It meets the home-IoT criteria on description alone; confidence kept low only because CPE confirmation is absent."
vendor_only,CVE-2016-5081,2016-08-24,"ZModo ZP-NE14-S and ZP-IBH-13W devices have a hardcoded root password, which makes it easier for remote attackers to obtain access via a TELNET session.",9.8,3.0,CWE-798,cpe:2.3:h:zmodo:zp-ibh-13w:-:*:*:*:*:*:*:*|cpe:2.3:h:zmodo:zp-ne-14-s:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2016-5650,2016-08-24,"ZModo ZP-NE14-S and ZP-IBH-13W devices do not enforce a WPA2 configuration setting, which allows remote attackers to trigger association with an arbitrary access point by using a recognized SSID value.",7.5,3.0,CWE-284,cpe:2.3:h:zmodo:zp-ibh-13w:-:*:*:*:*:*:*:*|cpe:2.3:h:zmodo:zp-ne-14-s:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-18483,2019-08-07,ANNKE SP1 HD wireless camera 3.4.1.1604071109 devices allow XSS via a crafted SSID.,6.1,3.0,CWE-79,cpe:2.3:o:annke:sp1_firmware:3.4.1.160407110:*:*:*:*:*:*:*|cpe:2.3:h:annke:sp1:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-8226,2019-07-03,"Amcrest IPM-721S V2.420.AC00.16.R.20160909 devices have default credentials that are hardcoded in the firmware and can be extracted by anyone who reverses the firmware to identify them. If the firmware version V2.420.AC00.16.R 9/9/2016 is dissected using binwalk tool, one obtains a _user-x.squashfs.img.extracted archive which contains the filesystem set up on the device that many of the binaries in the /usr folder. The binary ""sonia"" is the one that has the vulnerable function that sets up the default credentials on the device. If one opens this binary in IDA-pro, one will notice that this follows a ARM little endian format. The function sub_3DB2FC in IDA pro is identified to be setting up the values at address 0x003DB5A6. The sub_5C057C then sets this value and adds it to the Configuration files in /mnt/mtd/Config/Account1 file.",9.8,3.0,CWE-798,cpe:2.3:o:amcrest:ipm-721s_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:amcrest:ipm-721s:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-8227,2019-07-03,"Amcrest IPM-721S V2.420.AC00.16.R.20160909 devices have a timeout policy to wait for 5 minutes in case 30 incorrect password attempts are detected using the Web and HTTP API interface provided by the device. However, if the same brute force attempt is performed using the ONVIF specification (which is supported by the same binary) then there is no account lockout or timeout executed. This can allow an attacker to circumvent the account protection mechanism and brute force the credentials. If the firmware version V2.420.AC00.16.R 9/9/2016 is dissected using binwalk tool, one obtains a _user-x.squashfs.img.extracted archive which contains the filesystem set up on the device that many of the binaries in the /usr folder. The binary ""sonia"" is the one that has the vulnerable function that performs the credential check in the binary for the ONVIF specification. If one opens this binary in IDA-pro one will notice that this follows a ARM little endian format. The function at address 00671618 in IDA pro is parses the WSSE security token header. The sub_ 603D8 then performs the authentication check and if it is incorrect passes to the function sub_59F4C which prints the value ""Sender not authorized.""",9.8,3.0,CWE-254,cpe:2.3:o:amcrest:ipm-721s_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:amcrest:ipm-721s:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-8229,2019-07-03,"Amcrest IPM-721S V2.420.AC00.16.R.20160909 devices allow an unauthenticated attacker to download the administrative credentials. If the firmware version V2.420.AC00.16.R 9/9/2016 is dissected using binwalk tool, one obtains a _user-x.squashfs.img.extracted archive which contains the filesystem set up on the device that many of the binaries in the /usr folder. The binary ""sonia"" is the one that has the vulnerable function that sets up the default credentials on the device. If one opens this binary in IDA-pro one will notice that this follows a ARM little endian format. The function sub_436D6 in IDA pro is identified to be setting up the configuration for the device. If one scrolls to the address 0x000437C2 then one can see that /current_config is being set as an ALIAS for /mnt/mtd/Config folder on the device. If one TELNETs into the device and navigates to /mnt/mtd/Config folder, one can observe that it contains various files such as Account1, Account2, SHAACcount1, etc. This means that if one navigates to http://[IPofcamera]/current_config/Sha1Account1 then one should be able to view the content of the files. The security researchers assumed that this was only possible only after authentication to the device. However, when unauthenticated access tests were performed for the same URL as provided above, it was observed that the device file could be downloaded without any authentication.",9.8,3.0,CWE-255,cpe:2.3:o:amcrest:ipm-721s_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:amcrest:ipm-721s:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2014-1911,2014-03-06,The Foscam FI8910W camera with firmware before 11.37.2.55 allows remote attackers to obtain sensitive video and image data via a blank username and password.,7.8,2.0,CWE-287,cpe:2.3:o:foscam:fi8919w_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:foscam:fi8919w:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-8230,2019-07-03,"On Amcrest IPM-721S V2.420.AC00.16.R.20160909 devices, the users on the device are divided into 2 groups ""admin"" and ""user"". However, as a part of security analysis it was identified that a low privileged user who belongs to the ""user"" group and who has access to login in to the web administrative interface of the device can add a new administrative user to the interface using HTTP APIs provided by the device and perform all the actions as an administrative user by using that account. If the firmware version V2.420.AC00.16.R 9/9/2016 is dissected using binwalk tool, one obtains a _user-x.squashfs.img.extracted archive which contains the filesystem set up on the device that many of the binaries in the /usr folder. The binary ""sonia"" is the one that has the vulnerable functions that performs the various action described in HTTP APIs. If one opens this binary in IDA-pro one will notice that this follows a ARM little endian format. The function at address 0x00429084 in IDA pro is the one that processes the HTTP API request for ""addUser"" action. If one traces the calls to this function, it can be clearly seen that the function sub_ 41F38C at address 0x0041F588 parses the call received from the browser and passes it to the ""addUser"" function without any authorization check.",8.8,3.0,CWE-264,cpe:2.3:o:amcrest:ipm-721s_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:amcrest:ipm-721s:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2875,2018-09-19,An exploitable buffer overflow vulnerability exists in the Multi-Camera interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.43. A specially crafted request on port 10000 can cause a buffer overflow resulting in overwriting arbitrary data.,9.1,3.1,CWE-120,cpe:2.3:o:foscam:c1_firmware:2.52.2.43:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2878,2018-09-19,An exploitable buffer overflow vulnerability exists in the web management interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.43. A specially crafted HTTP request can cause a buffer overflow resulting in overwriting arbitrary data. An attacker can simply send an HTTP request to the device to trigger this vulnerability.,7.5,3.1,CWE-120,cpe:2.3:o:foscam:c1_firmware:2.52.2.43:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2879,2018-09-19,An exploitable buffer overflow vulnerability exists in the UPnP implementation used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.43. A specially crafted UPnP discovery response can cause a buffer overflow resulting in overwriting arbitrary data. An attacker needs to be in the same subnetwork and reply to a discovery message to trigger this vulnerability.,5.3,3.1,CWE-120,cpe:2.3:o:foscam:c1_firmware:2.52.2.43:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2873,2018-09-19,An exploitable command injection vulnerability exists in the web management interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.43. A specially crafted HTTP request can allow for a user to inject arbitrary shell characters during the SoftAP configuration resulting in command injection. An attacker can simply send an HTTP request to the device to trigger this vulnerability.,7.2,3.1,CWE-78,cpe:2.3:o:foscam:c1_firmware:2.52.2.43:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-2876,2018-09-19,An exploitable buffer overflow vulnerability exists in the Multi-Camera interface used by the Foscam C1 Indoor HD Camera running application firmware 2.52.2.43. A specially crafted request on port 10000 can cause a buffer overflow resulting in overwriting arbitrary data.,7.5,3.1,CWE-120,cpe:2.3:o:foscam:c1_firmware:2.52.2.43:*:*:*:*:*:*:*|cpe:2.3:h:foscam:c1:-:*:*:*:*:*:*:*,Yes,High,
