Category,Direction,Verdicts,Review Reason,cve_id,description,cpe_strings,Difference Type,published,cvss_score,cvss_version,cwe_ids,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Human Verdict 1,Human Notes 1,Human Verdict 2,Human Notes 2
home-power,keyword_only,C:Yes/Low  X:Yes/Low  G:Yes/High,both strong reviewers low confidence,CVE-2012-5863,"These Sinapsi devices do not check for special elements in commands sent 
to the system. By accessing certain pages with administrative privileges
 that do not require authentication within the device, attackers can 
execute arbitrary, unexpected, or dangerous commands directly onto the 
operating system.",cpe:2.3:o:sinapsitech:sinapsi_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:sinapsitech:esolar_duo_photovoltaic_system_monitor:-:*:*:*:*:*:*:*|cpe:2.3:h:sinapsitech:esolar_light_photovoltaic_system_monitor:-:*:*:*:*:*:*:*|cpe:2.3:h:sinapsitech:esolar_photovoltaic_system_monitor:-:*:*:*:*:*:*:*,keyword_only,2012-11-23,10.0,2.0,CWE-78|CWE-264,Yes,Low,"Sinapsi eSolar is a photovoltaic-system monitoring gateway; plausibly residential solar but the eSolar line is also deployed in small-commercial PV, so residential category fit is uncertain.",Yes,Low,Sinapsi eSolar PV monitors could be residential; description/CPE do not clearly exclude commercial PV plant use.,Yes,High,,Yes,"All three AI reviewers already agreed; row was flagged only by the low-confidence rule, not by disagreement.",,
home-power,keyword_only,C:Yes/Low  X:Yes/Low  G:Yes/High,both strong reviewers low confidence,CVE-2012-5864,"These Sinapsi devices 
do not check if users that visit pages within the device have properly 
authenticated. By directly visiting the pages within the device, 
attackers can gain unauthorized access with administrative privileges.",cpe:2.3:o:sinapsitech:sinapsi_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:sinapsitech:esolar_duo_photovoltaic_system_monitor:-:*:*:*:*:*:*:*|cpe:2.3:h:sinapsitech:esolar_light_photovoltaic_system_monitor:-:*:*:*:*:*:*:*|cpe:2.3:h:sinapsitech:esolar_photovoltaic_system_monitor:-:*:*:*:*:*:*:*,keyword_only,2012-11-23,10.0,2.0,CWE-287|CWE-264,Yes,Low,"Sinapsi eSolar is a photovoltaic-system monitoring gateway; plausibly residential solar but the eSolar line is also deployed in small-commercial PV, so residential category fit is uncertain.",Yes,Low,Sinapsi eSolar PV system monitors are home-energy-like but not clearly limited to residential vs commercial monitoring.,Yes,High,,Yes,"All three AI reviewers already agreed; row was flagged only by the low-confidence rule, not by disagreement.",,
home-power,keyword_only,C:No/Low  X:No/Low  G:Yes/High,both strong reviewers low confidence; judgments not unanimous,CVE-2012-6427,"The Carlo Gavazzi 
EOS-Box

does not check the validity of the data before executing queries. By accessing the SQL table of certain pages that do not require authentication, attackers can leak information from the device. This could allow the attacker to compromise confidentiality.",cpe:2.3:o:carlosgavazzi:eos-box_photovoltaic_monitoring_system_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:carlosgavazzi:eos-box_photovoltaic_monitoring_system:-:*:*:*:*:*:*:*,keyword_only,2012-12-23,7.5,2.0,CWE-89,No,Low,"Carlo Gavazzi EOS-Box is a photovoltaic plant-monitoring system from an industrial-automation vendor, oriented to commercial/utility PV rather than a residential home-energy system.",No,Low,Carlo Gavazzi EOS-Box photovoltaic monitoring is industrial/commercial automation PV gear rather than a clear residential inverter/battery/smart meter.,Yes,High,,No,"Carlo Gavazzi EOS-Box is an industrial-automation PV plant-monitoring system, not a residential home-energy device; Claude+Codex agree, Gemini is the outlier.",,
home-power,keyword_only,C:No/Low  X:No/Low  G:Yes/High,both strong reviewers low confidence; judgments not unanimous,CVE-2012-6428,"The Carlo Gavazzi 
EOS-Box

stores hard-coded passwords in the PHP file of 
the device. By using the hard-coded passwords, attackers can log into 
the device with administrative privileges. This could allow the attacker
 to have unauthorized access.",cpe:2.3:o:carlosgavazzi:eos-box_photovoltaic_monitoring_system_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:carlosgavazzi:eos-box_photovoltaic_monitoring_system:-:*:*:*:*:*:*:*,keyword_only,2012-12-23,10.0,2.0,CWE-798|CWE-255,No,Low,"Carlo Gavazzi EOS-Box is a photovoltaic plant-monitoring system from an industrial-automation vendor, oriented to commercial/utility PV rather than a residential home-energy system.",No,Low,"Carlo Gavazzi EOS-Box is commercial/industrial PV plant monitoring equipment, outside residential home-power scope.",Yes,High,,No,"Carlo Gavazzi EOS-Box is an industrial-automation PV plant-monitoring system, not a residential home-energy device; Claude+Codex agree, Gemini is the outlier.",,
hub,vendor_only,C:No/Low  X:Yes/Low  G:No/High,both strong reviewers low confidence; judgments not unanimous,CVE-2019-15607,"A stored XSS vulnerability is present within node-red (version: <= 0.20.7) npm package, which is a visual tool for wiring the Internet of Things. This issue will allow the attacker to steal session cookies, deface web applications, etc.",cpe:2.3:a:nodered:node-red:*:*:*:*:*:node.js:*:*,vendor_only,2020-01-28,5.4,3.1,CWE-79,No,Low,"Node-RED is a general-purpose flow-based IoT programming tool deployed across home, industrial, and cloud contexts, not a home-specific hub device.",Yes,Low,"Node-RED is a Node.js IoT wiring/controller tool often used as a DIY home automation hub; CPE is application software also used outside homes, so category fit is imperfect.",No,High,,No,"Node-RED is a general-purpose flow-automation tool used across home, industrial, and cloud contexts — not a home-specific hub, and not shown to ship inside a sold home-automation product.",,
hub,vendor_only,C:Yes/Low  X:No/High  G:No/High,judgments not unanimous,CVE-2021-41104,"ESPHome is a system to control the ESP8266/ESP32. Anyone with web_server enabled and HTTP basic auth configured on version 2021.9.1 or older is vulnerable to an issue in which `web_server` allows over-the-air (OTA) updates without checking user defined basic auth username & password. This issue is patched in version 2021.9.2. As a workaround, one may disable or remove `web_server`.",cpe:2.3:o:esphome:esphome_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:espressif:esp32:-:*:*:*:*:*:*:*|cpe:2.3:h:espressif:esp8266:-:*:*:*:*:*:*:*,vendor_only,2021-09-28,7.5,3.1,CWE-306,Yes,Low,"ESPHome/Tasmota is home-automation firmware for consumer ESP-based smart-home devices; home IoT, though typically endpoint nodes rather than a central hub, so category fit within 'hub' is loose.",No,High,,No,High,,Yes,"ESPHome ships pre-installed in real consumer home-automation products (Athom, Apollo Automation, Homemaster MiniPLC) — not DIY-only, counts per policy.",,
hub,vendor_only,C:No/Low  X:Yes/Low  G:No/High,both strong reviewers low confidence; judgments not unanimous,CVE-2022-3783,"A vulnerability, which was classified as problematic, has been found in node-red-dashboard. This issue affects some unknown processing of the file components/ui-component/ui-component-ctrl.js of the component ui_text Format Handler. The manipulation leads to cross site scripting. The attack may be initiated remotely. The name of the patch is 9305d1a82f19b235dfad24a7d1dd4ed244db7743. It is recommended to apply a patch to fix this issue. The associated identifier of this vulnerability is VDB-212555.",cpe:2.3:a:nodered:node-red-dashboard:*:*:*:*:*:*:*:*,vendor_only,2022-10-31,6.1,3.1,CWE-707|CWE-79,No,Low,"Node-RED is a general-purpose flow-based IoT programming tool deployed across home, industrial, and cloud contexts, not a home-specific hub device.",Yes,Low,"node-red-dashboard is the UI for Node-RED, a DIY IoT controller often used as a home hub; same dual home/industrial software context as Node-RED itself.",No,High,,No,"Node-RED is a general-purpose flow-automation tool used across home, industrial, and cloud contexts — not a home-specific hub, and not shown to ship inside a sold home-automation product.",,
hub,vendor_only,C:Yes/Low  X:No/High  G:No/High,judgments not unanimous,CVE-2022-43294,Tasmota before commit 066878da4d4762a9b6cb169fdf353e804d735cfd was discovered to contain a stack overflow via the ClientPortPtr parameter at lib/libesp32/rtsp/CRtspSession.cpp.,cpe:2.3:o:tasmota_project:tasmota:*:*:*:*:*:*:*:*,vendor_only,2022-11-14,9.8,3.1,CWE-787,Yes,Low,"ESPHome/Tasmota is home-automation firmware for consumer ESP-based smart-home devices; home IoT, though typically endpoint nodes rather than a central hub, so category fit within 'hub' is loose.",No,High,,No,High,,Yes,"Tasmota ships pre-flashed in real consumer smart-plug/switch products (Sonoff-compatible, Athom, etc.) — same test just applied to ESPHome.",,
hub,vendor_only,C:Yes/Low  X:No/High  G:No/High,judgments not unanimous,CVE-2021-36603,"Cross Site Scripting (XSS) in Tasmota firmware 6.5.0 allows remote attackers to inject JavaScript code via a crafted string in the field ""Friendly Name 1"".",cpe:2.3:o:tasmota_project:tasmota:6.5.0:*:*:*:*:*:*:*,vendor_only,2023-01-09,6.1,3.1,CWE-79,Yes,Low,"ESPHome/Tasmota is home-automation firmware for consumer ESP-based smart-home devices; home IoT, though typically endpoint nodes rather than a central hub, so category fit within 'hub' is loose.",No,High,,No,High,,Yes,"Tasmota ships pre-flashed in real consumer smart-plug/switch products (Sonoff-compatible, Athom, etc.) — same test just applied to ESPHome.",,
hub,vendor_only,C:Yes/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2024-29019,"ESPHome is a system to control microcontrollers remotely through Home Automation systems. API endpoints in dashboard component of ESPHome version 2023.12.9 (command line installation) are vulnerable to Cross-Site Request Forgery (CSRF) allowing remote attackers to carry out attacks against a logged user of the dashboard to perform operations on configuration files (create, edit, delete). It is possible for a malicious actor to create a specifically crafted web page that triggers a cross site request against ESPHome, this allows bypassing the authentication for API calls on the platform. This vulnerability allows bypassing authentication on API calls accessing configuration file operations on the behalf of a logged user. In order to trigger the vulnerability, the victim must visit a weaponized page. In addition to this, it is possible to chain this vulnerability with GHSA-9p43-hj5j-96h5/ CVE-2024-27287 to obtain a complete takeover of the user account. Version 2024.3.0 contains a patch for this issue.

",,vendor_only,2024-04-11,8.1,3.1,CWE-352,Yes,Low,"ESPHome/Tasmota is home-automation firmware for consumer ESP-based smart-home devices; home IoT, though typically endpoint nodes rather than a central hub, so category fit within 'hub' is loose.",No,High,,Yes,High,,Yes,"ESPHome ships pre-installed in real consumer home-automation products (Athom, Apollo Automation, Homemaster MiniPLC) — not DIY-only, counts per policy.",,
hub,vendor_only,C:Yes/Low  X:Yes/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2024-3454,"An implementation issue in the Connectivity Standards Alliance Matter 1.2 protocol as used in the connectedhomeip SDK allows a third party to disclose information about devices part of the same fabric (footprinting), even though the protocol is designed to prevent access to such information.",cpe:2.3:a:csa-iot:matter:-:*:*:*:*:*:*:*,vendor_only,2024-07-24,3.5,3.1,CWE-209,Yes,Low,"Matter/connectedhomeip (Project CHIP) is the consumer smart-home protocol SDK deployed on home hubs and devices; a protocol-layer vulnerability affecting home controllers, though shared across all Matter products.",Yes,Low,"Affects Matter/CHIP SDK used by home Matter controllers/hubs, but CPE/description are protocol-layer rather than a specific hub product.",Maybe,Low,"The vulnerability is in the Matter protocol SDK, which is used by many hubs, but the CVE description does not specify a particular device.",Yes,Matches the Matter/connectedhomeip CVEs already unanimously settled Yes.,,
hub,vendor_only,C:No/Low  X:Yes/Low  G:No/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2019-10756,It is possible to inject JavaScript within node-red-dashboard versions prior to version 2.17.0 due to the ui_notification node accepting raw HTML by default.,cpe:2.3:a:nodered:node-red-dashboard:*:*:*:*:*:node.js:*:*,vendor_only,2019-10-08,5.4,3.1,CWE-79,No,Low,"Node-RED is a general-purpose flow-based IoT programming tool deployed across home, industrial, and cloud contexts, not a home-specific hub device.",Yes,Low,"Node-RED is commonly used as DIY home automation controller software, but description/CPE are general-purpose Node.js tooling without a hub-specific product.",No,Low,"Node-RED Dashboard is a general-purpose visualization tool; while often used in home automation, it is not a dedicated home IoT hub itself.",No,"Node-RED is a general-purpose flow-automation tool used across home, industrial, and cloud contexts — not a home-specific hub, and not shown to ship inside a sold home-automation product.",,
hub,vendor_only,C:No/Low  X:Yes/Low  G:No/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2021-3223,Node-RED-Dashboard before 2.26.2 allows ui_base/js/..%2f directory traversal to read files.,cpe:2.3:a:nodered:node-red-dashboard:*:*:*:*:*:node.js:*:*,vendor_only,2021-01-26,7.5,3.1,CWE-22,No,Low,"Node-RED is a general-purpose flow-based IoT programming tool deployed across home, industrial, and cloud contexts, not a home-specific hub device.",Yes,Low,"Node-RED is commonly used as DIY home automation controller software, but description/CPE are general-purpose Node.js tooling without a hub-specific product.",No,Low,"Node-RED Dashboard is a general-purpose visualization tool, not a dedicated home IoT hub.",No,"Node-RED is a general-purpose flow-automation tool used across home, industrial, and cloud contexts — not a home-specific hub, and not shown to ship inside a sold home-automation product.",,
hub,vendor_only,C:No/Low  X:Yes/Low  G:No/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2021-21297,Node-Red is a low-code programming for event-driven applications built using nodejs. Node-RED 1.2.7 and earlier contains a Prototype Pollution vulnerability in the admin API. A badly formed request can modify the prototype of the default JavaScript Object with the potential to affect the default behaviour of the Node-RED runtime. The vulnerability is patched in the 1.2.8 release. A workaround is to ensure only authorized users are able to access the editor url.,cpe:2.3:a:nodered:node-red:*:*:*:*:*:node.js:*:*,vendor_only,2021-02-26,6.5,3.1,CWE-915|CWE-1321,No,Low,"Node-RED is a general-purpose flow-based IoT programming tool deployed across home, industrial, and cloud contexts, not a home-specific hub device.",Yes,Low,"Node-RED is commonly used as DIY home automation controller software, but description/CPE are general-purpose Node.js tooling without a hub-specific product.",No,Low,"Node-RED is a general-purpose low-code programming tool, not a dedicated home IoT hub.",No,"Node-RED is a general-purpose flow-automation tool used across home, industrial, and cloud contexts — not a home-specific hub, and not shown to ship inside a sold home-automation product.",,
hub,vendor_only,C:No/Low  X:Yes/Low  G:No/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2021-21298,"Node-Red is a low-code programming for event-driven applications built using nodejs. Node-RED 1.2.7 and earlier has a vulnerability which allows arbitrary path traversal via the Projects API. If the Projects feature is enabled, a user with `projects.read` permission is able to access any file via the Projects API. The issue has been patched in Node-RED 1.2.8. The vulnerability applies only to the Projects feature which is not enabled by default in Node-RED. The primary workaround is not give untrusted users read access to the Node-RED editor.",cpe:2.3:a:nodered:node-red:*:*:*:*:*:node.js:*:*,vendor_only,2021-02-26,6.5,3.1,CWE-22,No,Low,"Node-RED is a general-purpose flow-based IoT programming tool deployed across home, industrial, and cloud contexts, not a home-specific hub device.",Yes,Low,"Node-RED is commonly used as DIY home automation controller software, but description/CPE are general-purpose Node.js tooling without a hub-specific product.",No,Low,"Node-RED is a general-purpose low-code programming tool, not a dedicated home IoT hub.",No,"Node-RED is a general-purpose flow-automation tool used across home, industrial, and cloud contexts — not a home-specific hub, and not shown to ship inside a sold home-automation product.",,
hub,vendor_only,C:Yes/Low  X:No/High  G:Yes/Low,judgments not unanimous,CVE-2024-27081,"ESPHome is a system to control your ESP8266/ESP32. A security misconfiguration in the edit configuration file API in the dashboard component of ESPHome version 2023.12.9 (command line installation) allows authenticated remote attackers to read and write arbitrary files under the configuration directory rendering remote code execution possible.  This vulnerability is patched in 2024.2.1.
",cpe:2.3:a:esphome:esphome:2023.12.9:*:*:*:*:*:*:*,vendor_only,2024-02-26,8.8,3.1,CWE-22,Yes,Low,"ESPHome/Tasmota is home-automation firmware for consumer ESP-based smart-home devices; home IoT, though typically endpoint nodes rather than a central hub, so category fit within 'hub' is loose.",No,High,,Yes,Low,"ESPHome is used to control microcontrollers for home automation, acting as a central management system for those devices.",Yes,"ESPHome ships pre-installed in real consumer home-automation products (Athom, Apollo Automation, Homemaster MiniPLC) — not DIY-only, counts per policy.",,
hub,vendor_only,C:Yes/Low  X:No/High  G:Yes/Low,judgments not unanimous,CVE-2024-27287,"ESPHome is a system to control your ESP8266/ESP32 for Home Automation systems. Starting in version 2023.12.9 and prior to version 2024.2.2, editing the configuration file API in dashboard component of ESPHome version 2023.12.9 (command line installation and Home Assistant add-on) serves unsanitized data with `Content-Type: text/html; charset=UTF-8`, allowing a remote authenticated user to inject arbitrary web script and exfiltrate session cookies via Cross-Site scripting. It is possible for a malicious authenticated user to inject arbitrary Javascript in configuration files using a POST request to the /edit endpoint, the configuration parameter allows to specify the file to write. To trigger the XSS vulnerability, the victim must visit the page` /edit?configuration=[xss file]`. Abusing this vulnerability a malicious actor could perform operations on the dashboard on the behalf of a logged user, access sensitive information, create, edit and delete configuration files and flash firmware on managed boards.
In addition to this, cookies are not correctly secured, allowing the exfiltration of session cookie values. Version 2024.2.2 contains a patch for this issue.
",cpe:2.3:a:esphome:esphome:*:*:*:*:*:*:*:*,vendor_only,2024-03-06,8.7,3.1,CWE-79,Yes,Low,"ESPHome/Tasmota is home-automation firmware for consumer ESP-based smart-home devices; home IoT, though typically endpoint nodes rather than a central hub, so category fit within 'hub' is loose.",No,High,,Yes,Low,"ESPHome is used to control microcontrollers for home automation, acting as a central management system for those devices.",Yes,"ESPHome ships pre-installed in real consumer home-automation products (Athom, Apollo Automation, Homemaster MiniPLC) — not DIY-only, counts per policy.",,
hub,vendor_only,C:Yes/Low  X:Yes/Low  G:Yes/High,both strong reviewers low confidence,CVE-2024-56317,"In Matter (aka connectedhomeip or Project CHIP) through 1.4.0.0, the WriteAcl function deletes all existing ACL entries first, and then attempts to recreate them based on user input. If input validation fails during decoding, the process stops, and no entries are restored by access-control-server.cpp, i.e., a denial of service.",,vendor_only,2024-12-18,7.5,3.1,CWE-281,Yes,Low,"Matter/connectedhomeip (Project CHIP) is the consumer smart-home protocol SDK deployed on home hubs and devices; a protocol-layer vulnerability affecting home controllers, though shared across all Matter products.",Yes,Low,"Affects Matter/CHIP SDK used by home Matter controllers/hubs, but CPE/description are protocol-layer rather than a specific hub product.",Yes,High,,Yes,"All three AI reviewers already agreed; row was flagged only by the low-confidence rule, not by disagreement.",,
hub,vendor_only,C:Yes/Low  X:Yes/Low  G:Yes/High,both strong reviewers low confidence,CVE-2024-56318,"In raw\TCP.cpp in Matter (aka connectedhomeip or Project CHIP) through 1.4.0.0 before 27ca6ec, there is a NULL pointer dereference in TCPBase::ProcessSingleMessage via TCP packets with zero messageSize, leading to denial of service.",,vendor_only,2024-12-18,7.5,3.1,CWE-476,Yes,Low,"Matter/connectedhomeip (Project CHIP) is the consumer smart-home protocol SDK deployed on home hubs and devices; a protocol-layer vulnerability affecting home controllers, though shared across all Matter products.",Yes,Low,"Affects Matter/CHIP SDK used by home Matter controllers/hubs, but CPE/description are protocol-layer rather than a specific hub product.",Yes,High,,Yes,"All three AI reviewers already agreed; row was flagged only by the low-confidence rule, not by disagreement.",,
hub,vendor_only,C:Yes/Low  X:Yes/Low  G:Yes/High,both strong reviewers low confidence,CVE-2024-56319,"In Matter (aka connectedhomeip or Project CHIP) through 1.4.0.0 before e3277eb, unlimited user label appends in a userlabel cluster can lead to a denial of service (resource exhaustion).",,vendor_only,2024-12-18,7.5,3.1,CWE-770,Yes,Low,"Matter/connectedhomeip (Project CHIP) is the consumer smart-home protocol SDK deployed on home hubs and devices; a protocol-layer vulnerability affecting home controllers, though shared across all Matter products.",Yes,Low,"Affects Matter/CHIP SDK used by home Matter controllers/hubs, but CPE/description are protocol-layer rather than a specific hub product.",Yes,High,,Yes,"All three AI reviewers already agreed; row was flagged only by the low-confidence rule, not by disagreement.",,
hub,vendor_only,C:Yes/Low  X:No/High  G:Yes/Low,judgments not unanimous,CVE-2025-57808,"ESPHome is a system to control microcontrollers remotely through Home Automation systems. In version 2025.8.0 in the ESP-IDF platform, ESPHome's web_server authentication check can pass incorrectly when the client-supplied base64-encoded Authorization value is empty or is a substring of the correct value. This allows access to web_server functionality (including OTA, if enabled) without knowing any information about the correct username or password. This issue has been patched in version 2025.8.1.",cpe:2.3:o:esphome:esphome_firmware:2025.8.0:*:*:*:*:*:*:*,vendor_only,2025-09-02,8.1,3.1,CWE-303,Yes,Low,"ESPHome/Tasmota is home-automation firmware for consumer ESP-based smart-home devices; home IoT, though typically endpoint nodes rather than a central hub, so category fit within 'hub' is loose.",No,High,,Yes,Low,"ESPHome is used to control microcontrollers for home automation, acting as a central management system for those devices.",Yes,"ESPHome ships pre-installed in real consumer home-automation products (Athom, Apollo Automation, Homemaster MiniPLC) — not DIY-only, counts per policy.",,
hub,vendor_only,C:Yes/Low  X:No/High  G:Yes/Low,judgments not unanimous,CVE-2026-23833,"ESPHome is a system to control microcontrollers remotely through Home Automation systems. In versions 2025.9.0 through 2025.12.6, an integer overflow in the API component's protobuf decoder allows denial-of-service attacks when API encryption is not used. The bounds check `ptr + field_length > end` in `components/api/proto.cpp` can overflow when a malicious client sends a large `field_length` value. This affects all ESPHome device platforms (ESP32, ESP8266, RP2040, LibreTiny). The overflow bypasses the out-of-bounds check, causing the device to read invalid memory and crash. When using the plaintext API protocol, this attack can be performed without authentication. When noise encryption is enabled, knowledge of the encryption key is required. Users should upgrade to ESPHome 2025.12.7 or later to receive a patch, enable API encryption with a unique key per device, and follow the Security Best Practices.",cpe:2.3:a:esphome:esphome:*:*:*:*:*:*:*:*,vendor_only,2026-01-19,7.5,3.1,CWE-190,Yes,Low,"ESPHome/Tasmota is home-automation firmware for consumer ESP-based smart-home devices; home IoT, though typically endpoint nodes rather than a central hub, so category fit within 'hub' is loose.",No,High,,Yes,Low,"ESPHome is used to control microcontrollers for home automation, acting as as a central management system for those devices.",Yes,"ESPHome ships pre-installed in real consumer home-automation products (Athom, Apollo Automation, Homemaster MiniPLC) — not DIY-only, counts per policy.",,
hub,vendor_only,C:Yes/Low  X:No/High  G:No/Low,judgments not unanimous,CVE-2026-38422,"Buffer Overflow vulnerability in arendst Tasmota v.15.3.0.3 and before allows a remote attacker to execute arbitrary code via the tasmota/tasmota_xdrv_driver/xdrv_10_scripter.ino, fetch_jpg() function.",,vendor_only,2026-05-27,7.3,3.1,CWE-121,Yes,Low,"ESPHome/Tasmota is home-automation firmware for consumer ESP-based smart-home devices; home IoT, though typically endpoint nodes rather than a central hub, so category fit within 'hub' is loose.",No,High,,No,Low,"Tasmota is firmware for individual smart plugs/switches, not a hub/controller.",Yes,"Tasmota ships pre-flashed in real consumer smart-plug/switch products (Sonoff-compatible, Athom, etc.) — same test just applied to ESPHome.",,
hub,vendor_only,C:Yes/Low  X:No/High  G:Yes/Low,judgments not unanimous,CVE-2026-38426,"Buffer Overflow vulnerability in arendst Tasmota v.15.3.0.3 and before allows a remote attacker to execute arbitrary code via the xdrv_10_scripter.ino, fetch_jpg(), jpg_task.boundary[40], strcpy() function.",,vendor_only,2026-05-27,7.3,3.1,CWE-120,Yes,Low,"ESPHome/Tasmota is home-automation firmware for consumer ESP-based smart-home devices; home IoT, though typically endpoint nodes rather than a central hub, so category fit within 'hub' is loose.",No,High,,Yes,Low,"Tasmota is firmware for individual smart plugs/switches, not a hub/controller.",Yes,"Tasmota ships pre-flashed in real consumer smart-plug/switch products (Sonoff-compatible, Athom, etc.) — same test just applied to ESPHome.",,
hub,vendor_only,C:Yes/Low  X:No/High  G:No/Low,judgments not unanimous,CVE-2026-38427,"An issue in fetch_jpg() in xdrv_10_scripter.ino in Tasmota through 15.3.0.3 allows a remote attacker to cause heap buffer overflow. The Content-Length from a JPEG stream is stored in a uint16_t variable; values above 65535 wrap around, causing allocation of a smaller buffer than the data actually read.",,vendor_only,2026-05-27,7.3,3.1,CWE-122,Yes,Low,"ESPHome/Tasmota is home-automation firmware for consumer ESP-based smart-home devices; home IoT, though typically endpoint nodes rather than a central hub, so category fit within 'hub' is loose.",No,High,,No,Low,"Tasmota is firmware for individual smart plugs/switches, not a hub/controller.",Yes,"Tasmota ships pre-flashed in real consumer smart-plug/switch products (Sonoff-compatible, Athom, etc.) — same test just applied to ESPHome.",,
