Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Review Status,Needs Human Review,Review Reason
vendor_only,CVE-2026-34118,2026-04-02,"A heap-based buffer overflow vulnerability was identified in TP-Link Tapo C520WS v2.6 in the HTTP POST body parsing logic due to missing validation of remaining buffer capacity after dynamic allocation, due to insufficient boundary validation when handling externally supplied HTTP input.  An attacker
on the same network segment could trigger heap memory corruption conditions by
sending crafted payloads that cause write operations beyond allocated buffer
boundaries.  Successful exploitation
causes a Denial-of-Service (DoS) condition, causing the device’s process to
crash or become unresponsive.",6.5,3.1,CWE-122,cpe:2.3:o:tp-link:tapo_c520ws_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c520ws:2.6:*:*:*:*:*:*:*,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2026-34119,2026-04-02,"A heap-based buffer overflow vulnerability was identified in TP-Link Tapo C520WS v2.6 within the HTTP parsing
loop
when appending segmented request bodies without
continuous write‑boundary verification, due to insufficient boundary validation when handling externally supplied HTTP input.  An attacker
on the same network segment could trigger heap memory corruption conditions by
sending crafted payloads that cause write operations beyond allocated buffer
boundaries.  Successful exploitation
causes a Denial-of-Service (DoS) condition, causing the device’s process to
crash or become unresponsive.",6.5,3.1,CWE-122,cpe:2.3:o:tp-link:tapo_c520ws_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c520ws:2.6:*:*:*:*:*:*:*,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2026-34120,2026-04-02,"A heap-based buffer overflow vulnerability was identified in TP-Link Tapo C520WS v2.6 within the asynchronous parsing of local video stream content due to
insufficient alignment and validation of buffer boundaries when processing streaming inputs.An attacker
on the same network segment could trigger heap memory corruption conditions by
sending crafted payloads that cause write operations beyond allocated buffer
boundaries.  Successful exploitation
causes a Denial-of-Service (DoS) condition, causing the device’s process to
crash or become unresponsive.",6.5,3.1,CWE-122,cpe:2.3:o:tp-link:tapo_c520ws_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c520ws:2.6:*:*:*:*:*:*:*,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2026-34121,2026-04-02,"An authentication bypass vulnerability within the HTTP handling of the DS configuration service in TP-Link Tapo C520WS v2.6 was identified, due to inconsistent parsing and authorization logic in JSON requests during authentication check.  An unauthenticated attacker can append an authentication-exempt action to a request containing privileged DS do actions, bypassing authorization checks.

Successful exploitation allows unauthenticated execution of restricted configuration actions, which may result in unauthorized modification of device state.",8.8,3.1,CWE-287,cpe:2.3:o:tp-link:tapo_c520ws_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c520ws:2.6:*:*:*:*:*:*:*,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2026-34122,2026-04-02,"A stack-based buffer overflow vulnerability was identified in TP-Link Tapo C520WS v2.6 within a configuration handling component due to insufficient input validation.  An attacker can exploit this vulnerability by supplying an excessively long value for a vulnerable configuration parameter, resulting in a stack overflow.

Successful exploitation results in Denial-of-Service (DoS) condition, leading to a service crash or device reboot, impacting availability.",6.5,3.1,CWE-121,cpe:2.3:o:tp-link:tapo_c520ws_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c520ws:2.6:*:*:*:*:*:*:*,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2026-34124,2026-04-02,"A denial-of-service vulnerability was identified in TP-Link Tapo C520WS v2.6 within the HTTP request path parsing logic. The implementation enforces length restrictions on the raw request path but does not account for path expansion performed during normalization.  An attacker on the adjacent network may send a crafted HTTP request to cause buffer overflow and memory corruption, leading to system interruption or device reboot.",6.5,3.1,CWE-120,cpe:2.3:o:tp-link:tapo_c520ws_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c520ws:2.6:*:*:*:*:*:*:*,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2026-1871,2026-06-02,"TP-Link Tapo C200 v5 contains a stack-based buffer overflow flaw in RTSP authentication handling due to improper validation of Authorization header field lengths, which can be triggered by a crafted authentication request.

Successful exploitation causes the affected RTSP core service process to crash and triggers an automatic system reboot, resulting in a denial of service (DoS) condition.  This prevents legitimate users from accessing the camera’s live video stream or management interface until the service restarts.",6.5,3.1,CWE-121,cpe:2.3:o:tp-link:tapo_c200_firmware:1.0.5:build_240327:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.0.12:build_240527:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.0.13:build_240619:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.0.17:build_240806:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.1.4:build_241219:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.1.8:build_250310:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.2.3:build_250610:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.1:build_250910:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.3:build_251119:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_c200_firmware:1.3.5:build_260228:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c200:5:*:*:*:*:*:*:*,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2026-8714,2026-06-05,"A denial-of-service
vulnerability exists in the RTSP server component of TP-Link Tapo C520WS v2 due to improper handling of
syntactically invalid input.  Crafted inputs
can trigger a processing error, causing the RTSP service to enter non-responsive
state.





Successful
exploitation may cause the RTSP in a denial-of-service condition.",6.5,3.1,CWE-20,cpe:2.3:o:tp-link:tapo_c520ws_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c520ws:2.0:*:*:*:*:*:*:*,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2026-45921,2026-05-27,"In the Linux kernel, the following vulnerability has been resolved:

mtd: parsers: Fix memory leak in mtd_parser_tplink_safeloader_parse()

The function mtd_parser_tplink_safeloader_parse() allocates buf via
mtd_parser_tplink_safeloader_read_table(). If the allocation for
parts[idx].name fails inside the loop, the code jumps to the err_free
label without freeing buf, leading to a memory leak.

Fix this by freeing the temporary buffer buf in the err_free label.

Compile tested only. Issue found using a prototype static analysis tool
and code review.",5.5,3.1,CWE-401,cpe:2.3:o:linux:linux_kernel:*:*:*:*:*:*:*:*,No,High,,No,High,,No,High,,complete,No,
keyword_only,CVE-2023-42189,2023-10-10,"Insecure Permissions vulnerability in Connectivity Standards Alliance Matter Official SDK v.1.1.0.0 , Nanoleaf Light strip v.3.5.10, Govee LED Strip v.3.00.42, switchBot Hub2 v.1.0-0.8, Phillips hue hub v.1.59.1959097030, and yeelight smart lamp v.1.12.69 allows a remote attacker to cause a denial of service via a crafted script to the KeySetRemove function.",7.5,3.1,CWE-732,cpe:2.3:o:tapo:mini_smart_wi-fi_plug_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:tapo:mini_smart_wi-fi_plug:-:*:*:*:*:*:*:*|cpe:2.3:o:nanoleaf:lightstrip_firmware:3.5.10:*:*:*:*:*:*:*|cpe:2.3:h:nanoleaf:lightstrip:-:*:*:*:*:*:*:*|cpe:2.3:o:govee:led_strip_firmware:3.00.42:*:*:*:*:*:*:*|cpe:2.3:h:govee:led_strip:-:*:*:*:*:*:*:*|cpe:2.3:o:switchbot:hub2_firmware:1.0-0.8:*:*:*:*:*:*:*|cpe:2.3:h:switchbot:hub2:-:*:*:*:*:*:*:*|cpe:2.3:o:phillips:hue_bridge_firmware:1.59.1959097030:*:*:*:*:*:*:*|cpe:2.3:h:phillips:hue_bridge:-:*:*:*:*:*:*:*|cpe:2.3:o:yeelight:smart_lamp_firmware:1.12.69:*:*:*:*:*:*:*|cpe:2.3:h:yeelight:smart_lamp:-:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:smart_plug_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:smart_plug:-:*:*:*:*:*:*:*|cpe:2.3:o:orein:smart_bulb_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:orein:smart_bulb:-:*:*:*:*:*:*:*|cpe:2.3:o:eve:eve_door_and_window_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:eve:eve_door_and_window:-:*:*:*:*:*:*:*,Yes,High,,,,,Yes,High,,incomplete,,
keyword_only,CVE-2024-46040,2024-10-07,IoT Haat Smart Plug IH-IN-16A-S IH-IN-16A-S v5.16.1 suffers from Insufficient Session Expiration. The lack of validation of the authentication token at the IoT Haat during the Access Point Pairing mode leads the attacker to replay the Wi-Fi packets and forcefully turn off the access point after the authentication token has expired.,6.5,3.1,CWE-613,,Yes,High,,Yes,High,,Yes,High,,complete,No,
keyword_only,CVE-2024-46041,2024-10-07,IoT Haat Smart Plug IH-IN-16A-S v5.16.1 is vulnerable to Authentication Bypass by Capture-replay.,8.8,3.1,CWE-294,,Yes,High,,Yes,High,,Yes,High,,complete,No,
keyword_only,CVE-2015-6392,2016-10-06,"Cisco NX-OS 4.1 through 7.3 and 11.0 through 11.2 on Nexus 2000, 5000, 5500, 5600, 6000, 7000, 7700, and 9000 devices allows remote attackers to cause a denial of service (device crash) via crafted IPv4 DHCP packets to the (1) DHCPv4 relay agent or (2) smart relay agent, aka Bug IDs CSCuq24603, CSCur93159, CSCus21693, and CSCut76171.",7.5,3.0,CWE-399,cpe:2.3:o:cisco:nx-os:4.1.\(2\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:4.1.\(3\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:4.1.\(4\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:4.1.\(5\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:4.2\(3\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:4.2\(4\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:4.2\(6\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:4.2\(8\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:4.2.\(2a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.0\(2a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.0\(3\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.0\(5\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.1\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.1\(1a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.1\(3\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.1\(4\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.1\(5\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.1\(6\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(3a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(4\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(5\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(7\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(9\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(2\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(3\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(4\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(2\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(3\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(4\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(4a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(5\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.2\(2\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.2\(2a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.2\(6\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.2\(6b\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.2\(8\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.2\(8a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.2\(8b\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.2\(10\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.2\(12\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.2\(14\)s1:*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:7.2\(0\)n1\(0.1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:base:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_7000_10-slot:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_7000_18-slot:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_7000_4-slot:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_7000_9-slot:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_7700_10-slot:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_7700_18-slot:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_7700_2-slot:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_7700_6-slot:-:*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:4.2\(1\)n1\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:4.2\(1\)n2\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:4.2\(1\)n2\(1a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.0\(2\)n1\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.0\(2\)n2\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.0\(2\)n2\(1a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.0\(3\)n1\(1c\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.0\(3\)n2\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.0\(3\)n2\(2\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.0\(3\)n2\(2a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.0\(3\)n2\(2b\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.1\(3\)n1\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.1\(3\)n1\(1a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.1\(3\)n2\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.1\(3\)n2\(1a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.1\(3\)n2\(1b\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.1\(3\)n2\(1c\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(1\)n1\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(1\)n1\(1a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(1\)n1\(1b\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(1\)n1\(2\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(1\)n1\(2a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(1\)n1\(3\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(1\)n1\(4\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(1\)n1\(5\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(1\)n1\(6\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(1\)n1\(7\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(1\)n1\(8\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:5.2\(1\)n1\(8a\):*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_5010:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_5020:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_5548p:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_5548up:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_5596t:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_5596up:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_56128p:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_5624q:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_5648q:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_5672up:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_5672up-16g:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_5696q:-:*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(2\)i2\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(2\)i2\(2\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(2\)i2\(2a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(2\)i2\(2b\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(2\)i2\(3\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(2\)i3\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(2\)i3\(2\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(2\)i3\(3\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(2\)i3\(3.78\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.1\(2\)i3\(4\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:7.0\(3\):*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_92160yc-x:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_92304qc:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_9236c:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_9272q:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_93108tc-ex:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_93120tx:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_93128tx:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_93180yc-ex:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_9332pq:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_9336pq_aci_spine:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_9372px:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_9372tx:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_9396px:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_9396tx:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_9504:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_9508:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_9516:-:*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(2\)n1\(2\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(2\)n1\(2a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(2\)n2\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(2\)n2\(1b\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(2\)n2\(2\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(2\)n2\(3\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(2\)n2\(4\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(2\)n2\(5\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(2\)n2\(5a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:6.0\(2\)n2\(6\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:7.0\(0\)n1\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:7.0\(1\)n1\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:7.0\(2\)n1\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:7.0\(3\)n1\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:7.0\(4\)n1\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:7.0\(5\)n1\(1\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:7.0\(5\)n1\(1a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:7.1\(0\)n1\(1a\):*:*:*:*:*:*:*|cpe:2.3:o:cisco:nx-os:7.1\(0\)n1\(1b\):*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_6001:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:nexus_6004:-:*:*:*:*:*:*:*,No,High,,No,High,,No,High,,complete,No,
cpe_expansion,CVE-2024-10523,2024-11-04,This vulnerability exists in TP-Link IoT Smart Hub due to storage of Wi-Fi credentials in plain text within the device firmware. An attacker with physical access could exploit this by extracting the firmware and analyzing the binary data to obtain the Wi-Fi credentials stored on the vulnerable device.,4.6,3.1,CWE-312,cpe:2.3:o:tp-link:tapo_h100_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_h100:1.0:*:*:*:*:*:*:*,No,Low,"TP-Link Tapo H100 is an IoT smart hub, not a smart plug; belongs to the hub category.",Yes,Low,"Plausible consumer smartplugs device referenced; scope: IN: consumer smart plugs, outlets, and power strips. OUT: enterprise/data-center...",No,High,,complete,Yes,both strong reviewers low confidence; judgments not unanimous
intersection,CVE-2014-7279,2017-03-23,"The Konke Smart Plug K does not require authentication for TELNET sessions, which allows remote attackers to obtain ""equipment  management authority"" via TCP traffic to port 23.",9.8,3.0,CWE-264,cpe:2.3:o:kankunit:konke_smart_plug_firmware:k:*:*:*:*:*:*:*|cpe:2.3:h:kankunit:konke_smart_plug:-:*:*:*:*:*:*:*,Yes,High,,Yes,High,,Yes,High,,complete,No,
intersection,CVE-2023-1748,2023-04-04,The listed versions of Nexx Smart Home devices use hard-coded credentials. An attacker with unauthenticated access to the Nexx Home mobile application or the affected firmware could view the credentials and access the MQ Telemetry Server (MQTT) server and the ability to remotely control garage doors or smart plugs for any customer.,10.0,3.1,CWE-798,cpe:2.3:o:getnexx:nxal-100_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getnexx:nxal-100:-:*:*:*:*:*:*:*|cpe:2.3:o:getnexx:nxg-100b_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getnexx:nxg-100b:-:*:*:*:*:*:*:*|cpe:2.3:o:getnexx:nxpg-100w_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getnexx:nxpg-100w:-:*:*:*:*:*:*:*|cpe:2.3:o:getnexx:nxg-200_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getnexx:nxg-200:-:*:*:*:*:*:*:*,Yes,Low,"The description explicitly names smart plugs among the devices a customer could lose control of through Nexx's hard-coded MQTT credentials; the Nexx Home app/MQTT backend is the vendor's own control layer for its whole device fleet, so this is in scope for smartplugs, matching the same-CVE Yes call already made for alarms.",No,High,,Yes,High,,complete,Yes,judgments not unanimous
intersection,CVE-2023-27217,2023-05-18,A stack-based buffer overflow in the ChangeFriendlyName() function of Belkin Smart Outlet V2 F7c063 firmware_2.00.11420.OWRT.PVT_SNSV2 allows attackers to cause a Denial of Service (DoS) via a crafted UPNP request.,9.8,3.1,CWE-787,cpe:2.3:o:belkin:f7c063_firmware:2.00.11420.owrt.pvt_snsv2:*:*:*:*:*:*:*|cpe:2.3:h:belkin:f7c063:-:*:*:*:*:*:*:*,Yes,High,,Yes,High,,Yes,High,,complete,No,
intersection,CVE-2015-4080,2015-06-09,"The Kankun Smart Socket device and mobile application uses a hardcoded AES 256 bit key, which makes it easier for remote attackers to (1) obtain sensitive information by sniffing the network and (2) obtain access to the device by encrypting messages.",6.8,2.0,CWE-310,cpe:2.3:h:kankun:smartsocket:*:*:*:*:*:*:*:*,Yes,High,,Yes,High,,Yes,High,,complete,No,
intersection,CVE-2018-6692,2018-08-21,Stack-based Buffer Overflow vulnerability in libUPnPHndlr.so in Belkin Wemo Insight Smart Plug allows remote attackers to bypass local security protection via a crafted HTTP post packet.,10.0,3.1,CWE-787,cpe:2.3:o:belkin:wemo_insight_smart_plug_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:belkin:wemo_insight_smart_plug:-:*:*:*:*:*:*:*,Yes,High,,Yes,High,,Yes,High,,complete,No,
intersection,CVE-2019-15745,2019-08-29,"The Eques elf smart plug and the mobile app use a hardcoded AES 256 bit key to encrypt the commands and responses between the device and the app. The communication happens over UDP port 27431. An attacker on the local network can use the same key to encrypt and send commands to discover all smart plugs in a network, take over control of a device, and perform actions such as turning it on and off.",8.8,3.0,CWE-798,cpe:2.3:o:equeshome:elf_smart_plug_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:equeshome:elf_smart_plug:-:*:*:*:*:*:*:*,Yes,High,,Yes,High,,Yes,High,,complete,No,
intersection,CVE-2023-33768,2023-07-13,Incorrect signature verification of the firmware during the Device Firmware Update process of Belkin Wemo Smart Plug WSP080 v1.2 allows attackers to cause a Denial of Service (DoS) via a crafted firmware file.,6.5,3.1,CWE-347,cpe:2.3:o:belkin:wemo_smart_plug_wsp080_firmware:1.2:*:*:*:*:*:*:*|cpe:2.3:h:belkin:wemo_smart_plug_wsp080:-:*:*:*:*:*:*:*,Yes,High,,Yes,High,,Yes,High,,complete,No,
intersection,CVE-2023-36161,2023-09-11,"An issue was discovered in Qubo Smart Plug 10A version HSP02_01_01_14_SYSTEM-10A, allows attackers to cause a denial of service (DoS) via Wi-Fi deauthentication.",7.5,3.1,CWE-400,cpe:2.3:o:quboworld:smart_plug_10a_firmware:hsp02_01_01_14_system-10a:*:*:*:*:*:*:*|cpe:2.3:h:quboworld:smart_plug_10a:-:*:*:*:*:*:*:*,Yes,High,,Yes,High,,Yes,High,,complete,No,
